#Org.,Pro.,Eco.,Descripció,Crèdits inicials,f,Crèdits inicials_2
13,340,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,26026,,26026
13,340,15000,PRODUCTIVITAT,1200,,1200
13,340,15100,GRATIFICACIONS,500,,500
13,340,16000,SEGURETAT SOCIAL PERSONAL ESPORTS,23957,,23957
13,341,22199,ALTRES SUBMINISTRAMENTS,2000,,2000
13,341,22608,PROMOCIÓ ESPORTIVA,4500,,4500
13,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,32000,,32000
13,341,48900,SUBVENCIONS ESPORTIVES,54000,,54000
13,342,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,2000,,2000
13,342,22199,ALTRES SUBMINISTRAMENTS,5000,,5000
13,342,22200,SERVEIS DE TELECOMUNICACIONS,1000,,1000
13,342,22203,COMUNICACIONS INFORMÀTIQUES EQUIPAMENTS ESPORTIUS,2000,,2000
13,342,22400,PRIMES ASSEGURANCES,500,,500
13,342,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,13500,,13500
13,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,130000,,130000
14,231,22199,ALTRES SUBMINISTRAMENTS,500,,500
14,231,22608,PROGRAMA DE LA DONA,18200,,18200
14,231,22706,SERVEIS ATENCIÓ A LA DONA,19000,,19000
14,231,48900,SUBVENCIONS A ENTITATS,2500,,2500
15,311,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
15,311,12006,TRIENNIS,4887,,4887
15,311,12100,COMPLEMENT DE DESTINACIÓ,8582,,8582
15,311,12101,COMPLEMENT ESPECÍFIC,17217,,17217
15,311,15000,PRODUCTIVITAT,600,,600
15,311,15100,GRATIFICACIONS,500,,500
15,311,16000,"SEGURETAT SOCIAL PERSONAL SALUT PÚBLICA, CONSUM I BEN.SOCIAL",14041,,14041
15,311,21500,MANTENIMENT APARELLS DEA I SMART,4000,,4000
15,311,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI,1000,,1000
15,311,22608,PROGRAMES SALUT I CONSUM,3000,,3000
15,311,22709,ACTUACIONS SALUT I CONSUM,43000,,43000
15,311,22711,PLA LOCAL DE SALUT,0,,0
15,311,48900,CONVENI ASSOCIACIÓ ESPANYOLA CONTRA EL CÀNCER,1500,,1500
15,313,22199,ALTRES SUBMINISTRAMENTS,10000,,10000
15,313,22699,CAMPANYES BESNESTAR ANIMAL,9000,,9000
15,313,22710,ACTUACIONS BENESTAR ANIMAL,61000,,61000
16,231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,54478,,54478
16,231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,65646,,65646
16,231,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,44434,,44434
16,231,14300,ALTRE PERSONAL ATIPIC,0,,0
16,231,15000,PRODUCTIVITAT,2400,,2400
16,231,15100,GRATIFICACIONS,500,,500
16,231,16000,SEGURETAT SOCIAL PERSONAL BENESTAR SOCIAL,50087,,50087
16,231,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,35500,,35500
16,231,21400,MANTENIMENT VEHICLES,1200,,1200
16,231,22103,SUBMINISTRAMENT COMBUSTIBLE,400,,400
16,231,22199,ALTRES SUBMINISTRAMENTS,0,,0
16,231,22613,ALTRES DESPESES CASALS ESTIU,18000,,18000
16,231,22709,SERVEI D'INTERVENCIÓ SOCIOEDUCATIVA,55000,,55000
16,231,46100,SERVEI TELEASSISTENCIA DIPUTACIO BARCELONA,20000,,20000
16,231,46500,ATENCIO DOMICILIARIA EAIA CONSELL COMARCAL DEL V. OCCIDENTAL,109000,,109000
16,231,48000,AJUTS SOCIALS,16000,,16000
16,231,48001,AJUTS NECESSITATS BÀSIQUES,90000,,90000
16,231,48003,AJUTS INFÀNCIA,20000,,20000
16,231,48004,AJUTS TRANSPORT ADAPTAT,7000,,7000
16,231,48005,AJUTS ASSISTÈNCIA JURIDICA,2000,,2000
16,231,48200,CONVENI CREU ROJA,9000,,9000
16,231,48900,SUBVENCIONS SERVEIS SOCIALS,5000,,5000
16,231,48901,ALTRES SUBVENCIONS,500,,500
16,231,48903,CONVENI EL GRUP-VETLLADORS CASAL ESTIU,10000,,10000
16,231,48911,PROGRAMA ARRANJAMENT HABITATGES GENT GRAN,4000,,4000
17,241,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,10074,,10074
17,241,12006,Triennis.,301,,301
17,241,12100,COMPLEMENT DE DESTINACIÓ,4378,,4378
17,241,12101,COMPLEMENT ESPECÍFIC,12573,,12573
17,241,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,70615,,70615
17,241,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,107664,,107664
17,241,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,0,,0
17,241,14100,PERSONAL PLANS D'OCUPACIÓ,0,,0
17,241,14101,ALTRE PERSONAL PLA D'OCUPACIÓ,0,,0
17,241,14102,ALTRE PERSONAL PROGRAMA FOMENT PRÀCTIQUES,0,,0
17,241,14300,ALTRE PERSONAL ATIPIC,12654,,12654
17,241,15000,PRODUCTIVITAT,3200,,3200
17,241,15100,GRATIFICACIONS,2000,,2000
17,241,16000,SEGURETAT SOCIAL PERSONAL OCUPACIÓ,66438,,66438
17,241,16001,SEGURETAT SOCIAL ALTRE PERSONAL PLA D'OCUPACIÓ,0,,0
17,241,16002,SEGURETAT SOCIAL ALTRE PERSONAL PLA D'OCUPACIO,0,,0
17,241,16003,SEG. SOCIAL PERSONAL PROGRAMA FOMENT PRÀCTIQUES,0,,0
17,241,21500,MANTENIMENT MOBILIARI I ESTRIS,1500,,1500
17,241,22000,MATERIAL D'OFICINA,500,,500
17,241,22199,ALTRES SUBMINISTRAMENTS,500,,500
17,241,22602,PUBLICITAT I PROPAGANDA,500,,500
17,241,22605,CURSOS FORMACIÓ,20000,,20000
17,241,22606,"REUNIONS, CONFERÈNCIES I CURSOS",0,,0
17,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,3500,,3500
17,241,64800,QUOTES ARRENDAMENT FINANCER ORDINADORS,2950,,2950
17,242,16000,SEGURETAT SOCIAL,0,,0
17,942,46500,CONVENI COL.LABORACIÓ PROGRAMES OCUPACIÓ,13850,,13850
18,164,21200,MANTENIMENT CEMENTIRI,1000,,1000
18,165,21000,INSTAL.LACIONS ENLLUMENAT PER FESTES,1000,,1000
18,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,110000,,110000
18,171,21000,MANTENIMENT PARCS INFANTILS,4000,,4000
18,171,21001,MANTENIMENT ZONES VERDES,5000,,5000
18,171,21500,MANTENIMENT JOCS INFANTILS,3000,,3000
18,231,21200,MANTENIMENT DEPENDÈNCIES SERVEIS SOCIALS,500,,500
18,231,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEP. SERVEIS SOCIALS,1400,,1400
18,231,22102,SUBMINISTRAMENT GAS,1300,,1300
18,333,21200,MANTENIMENT EQUIPAMENTS CULTURALS,7000,,7000
18,333,21900,MANTENIMENT PROGRAMES INFORMÀTICS,2000,,2000
18,333,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS CULTURALS,5500,,5500
18,333,22102,SUBMINISTRAMENT GAS EQUIPAMENTS CULTURALS,6500,,6500
18,333,22199,ALTRES SUBMINISTRAMENTS,500,,500
18,337,21200,MANTENIMENT EQUIPAMENT ESPAI JOVE,8000,,8000
18,337,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENT ESPAI JOVE,4000,,4000
18,338,21300,INSTAL.LACIONS PER FESTES,1000,,1000
18,338,22199,ALTRES SUBMINISTRAMENTS,600,,600
18,338,22707,TREBALLS REALITZATS PER ALTRES EMPRESES PER FESTES,7000,,7000
18,342,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,500,,500
18,342,20500,LLOGUER MOBILIARI I ESTRIS,100,,100
18,342,21000,INFRAESTUCTURA I BENS NATURALS,9000,,9000
18,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,35000,,35000
18,342,21300,"MANTENIMENT MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",100,,100
18,342,21500,MANTENIMENT MOBILIARI I ESTRIS,1500,,1500
18,342,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS ESPORTIUS,35000,,35000
18,342,22102,SUBMINISTRAMENT GAS EQUIPAMENTS ESPORTIUS,24000,,24000
18,342,22103,PEL.LETS EQUIPAMENTS ESPORTIUS,9000,,9000
18,342,22199,ALTRES SUBMINISTRAMENTS,2000,,2000
18,430,21200,MANTENIMENT CAN GAVARRA,10000,,10000
18,430,21500,MANTENIMENT MOBILIARI I ESTRIS CAN GAVARRA,500,,500
18,430,22100,SUBMINISTRAMENT ELÈCTRIC CAN GAVARRA,8000,,8000
18,451,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,15517,,15517
18,451,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,11885,,11885
18,451,12006,TRIENNIS,2076,,2076
18,451,12100,COMPLEMENT DE DESTINACIÓ,15228,,15228
18,451,12101,COMPLEMENT ESPECIFIC,26672,,26672
18,451,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,61527,,61527
18,451,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,127304,,127304
18,451,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,147229,,147229
18,451,14300,Altre personal atípic,0,,0
18,451,15000,PRODUCTIVITAT,6950,,6950
18,451,15100,GRATIFICACIONS,5000,,5000
18,451,16000,SEGURETAT SOCIAL PERSONAL BRIGADA,124316,,124316
18,451,20200,LLOGUER NAU MAGATZEM BRIGADA,20000,,20000
18,451,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100,,100
18,451,20400,LLOGUER DE MATERIAL DE TRANSPORT,100,,100
18,451,21200,MANTENIMENT MAGATZEM BRIGADA,1000,,1000
18,451,21300,"MANTENIMENT MAQUINÀRIA , INSTAL.LACIONS I UTILLATGE",2000,,2000
18,451,21400,MANTENIMENT VEHICLES,6000,,6000
18,451,21500,MANTENIMENT MOBILIARI I ESTRIS,300,,300
18,451,22100,SUBMINISTRAMENT ELECTRIC MAGATZEM BRIGADA,4000,,4000
18,451,22103,SUBMINISTRAMENT COMBUSTIBLE,4000,,4000
18,451,22104,SUBMINISTRAMENT VESTUARI,6000,,6000
18,451,22105,PRODUCTES ALIMENTARIS,500,,500
18,451,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,300,,300
18,451,22199,ALTRES SUBMINISTRAMENTS -MATERIAL BRIGADA-,70000,,70000
18,451,22200,SERVEIS DE TELECOMUNICACIONS,2000,,2000
18,451,22203,COMUNICACIONS INFORMATIQUES,1500,,1500
18,459,21000,MANTENIMENT HORTS MUNICIPALS,2500,,2500
18,920,21200,MANTENIMENT EDIFICI AJUNTAMENT I ALTRES,12000,,12000
18,920,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI AJUNTAMENT I ALTRE,20000,,20000
18,1530,21000,ACTUACIONS EN VIES PÚBLIQUES,35000,,35000
18,1530,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",3000,,3000
18,1530,21500,MANTENIMENT MOBILIARI I ESTRIS,2000,,2000
18,1530,22199,ALTRES SUBMINISTRAMENTS,5000,,5000
18,1532,21000,PAVIMENTACIÓ DE VIES PÚBLIQUES,25000,,25000
18,1622,21200,MANTENIMENT EDIFICIS SERV.MUNICIPALS DEIXALLERIA,3000,,3000
18,1622,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,1500,,1500
18,1622,22200,SERVEIS DE TELECOMUNICACIONS DEIXALLERIA,600,,600
18,1622,22203,COMUNICACIONS INFORMÀTIQUES DEIXALLERIA,1500,,1500
18,3230,21200,MANTENIMENT ESCOLES PÚBLIQUES,40000,,40000
18,3230,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,500,,500
18,3230,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,40000,,40000
18,3230,22102,SUB. GAS ESCOLES PÚBLIQUES,95000,,95000
18,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,18000,,18000
18,3231,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,500,,500
18,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,16000,,16000
18,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,25000,,25000
18,3231,22706,ESTUDIS I TREBALLS TECNICS,1500,,1500
18,3321,21200,MANTENIMENT BIBLIOTECA,5000,,5000
18,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,500,,500
18,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,14000,,14000
18,9290,21200,MANTENIMENT LOCAL AREA ACCIÓ CIUTADANA I DRETS SOCIALS,6000,,6000
18,9290,22100,SUBM.ENERG.ELÈCTRICA LOCAL ACCIÓ CIUTADANA I DRETS SOCIALS,5500,,5500
18,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",18000,,18000
18,9293,21500,"MANTENIMENT MOBILIARI I ESTRIS """"EL ROURE""""",500,,500
18,9293,22100,SUBMINISTRAMENT ENERGIA ELECTRICA EDIFICI EL ROURE,38000,,38000
18,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",1500,,1500
19,231,22608,ACTIVITATS SOLIDARITAT,8000,,8000
19,231,48900,SUBVENCIONS SOLIDARITAT,72000,,72000
20,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,12931,,12931
20,430,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,990,,990
20,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,20147,,20147
20,430,12006,TRIENNIS,6678,,6678
20,430,12100,COMPLEMENT DE DESTINACIÓ,17549,,17549
20,430,12101,COMPLEMENT ESPECIFIC,50679,,50679
20,430,13000,Retribucions bàsiques.,17323,,17323
20,430,13002,Altres remuneracions.,21882,,21882
20,430,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,107421,,107421
20,430,14300,Altre personal atípic,27025,,27025
20,430,15000,PRODUCTIVITAT,9700,,9700
20,430,15100,GRATIFICACIONS,2000,,2000
20,430,16000,SEGURETAT SOCIAL PERSONAL SERVEI A LES EMPRESES,87698,,87698
20,430,21300,MANTENIMENT INSTAL·LACIONS (WIFI I CENTRALETA),500,,500
20,430,21500,MANTENIMENT MOBILIARI I ESTRIS,1000,,1000
20,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,3800,,3800
20,430,22000,MATERIAL D'OFICINA,500,,500
20,430,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,500,,500
20,430,22105,PRODUCTES ALIMENTARIS,1500,,1500
20,430,22199,ALTRES SUBMINISTRAMENTS,2000,,2000
20,430,22200,SERVEIS DE TELECOMUNICACIONS,1800,,1800
20,430,22203,COMUNICACIONS INFORMATIQUES,5000,,5000
20,430,22602,PUBLICITAT I PROPAGANDA,2000,,2000
20,430,22606,DINAMITZACIÓ COMERCIAL,7000,,7000
20,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,12000,,12000
20,430,22701,SEGURETAT,4500,,4500
20,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,4000,,4000
20,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,2000,,2000
20,430,48901,CONVENI ASSOCIACIÓ COMERCIANTS,8000,,8000
20,430,64800,ARRENDAMENT FINANCER ORDINADORS,5200,,5200
20,942,46500,CONVENI COL.LABORACIO CONSELL COMARCAL V.OC.,5000,,5000
20,942,46600,A RIERA DE CALDES,7000,,7000
20,942,46700,A CONSORCIS,1000,,1000
20,4310,22602,PUBLICITAT I PROPAGANDA,0,,0
21,337,13000,Retribucions bàsiques.,0,,0
21,337,13002,Altres remuneracions.,0,,0
21,337,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,34512,,34512
21,337,14300,ALTRE PERSONAL ATIPIC,2323,,2323
21,337,15000,PRODUCTIVITAT,650,,650
21,337,15100,GRATIFICACIONS,2000,,2000
21,337,16000,SEGURETAT SOCIAL PERSONAL GENT GRAN,11245,,11245
21,337,22199,ALTRES SUBMINISTRAMENTS,4000,,4000
21,337,22200,SERVEIS DE TELECOMUNICACIONS,500,,500
21,337,22602,PUBLICITAT I PROPAGANDA,3000,,3000
21,337,22608,SERVEI DE PODOLOGIA,3500,,3500
21,337,22610,SORTIDES GENT GRAN,9000,,9000
21,337,22611,ACTIVITATS GENT GRAN,39064.48,,39064.48
21,337,22612,FESTES POPULARS,8500,,8500
,,,,15437240,,15437240
18,3230,21200,MANTENIMENT ESCOLES PÚBLIQUES,40000,,40000
18,3230,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,500,,500
18,3230,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,66000,,66000
18,3230,22102,SUB. GAS ESCOLES PÚBLIQUES,100000,,100000
18,3230,22104,VESTUARI CONSERGES ESCOLES PÚBLIQUES,0,,0
18,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,15000,,15000
18,3231,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,500,,500
18,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,27000,,27000
18,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,51000,,51000
18,3231,22199,ALTRES SUBMINISTRAMENTS,0,,0
18,3231,22706,ESTUDIS I TREBALLS TECNICS,1500,,1500
18,3261,21200,MANTENIMENT MÒDULS PROJECTE NOX,0,,0
18,3321,21200,MANTENIMENT BIBLIOTECA,4000,,4000
18,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,500,,500
18,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,14000,,14000
18,9290,21200,MANTENIMENT LOCAL AREA ACCIÓ CIUTADANA I DRETS SOCIALS,5500,,5500
18,9290,22100,SUBM.ENERG.ELÈCTRICA LOCAL ACCIÓ CIUTADANA I DRETS SOCIALS,7500,,7500
18,9293,21000,INFRASTUCTURA I BENS NATURALS,0,,0
18,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",16000,,16000
18,9293,21500,"MANTENIMENT MOBILIARI I ESTRIS """"EL ROURE""""",500,,500
18,9293,22100,SUBMINISTRAMENT ENERGIA ELECTRICA EDIFICI EL ROURE,62000,,62000
18,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",1500,,1500
19,231,22608,ACTIVITATS SOLIDARITAT,7000,,7000
19,231,48900,SUBVENCIONS SOLIDARITAT,66000,,66000
20,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0,,0
20,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993,,14993
20,430,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,11483,,11483
20,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,29200,,29200
20,430,12006,TRIENNIS,13063,,13063
20,430,12100,COMPLEMENT DE DESTINACIÓ,30462,,30462
20,430,12101,COMPLEMENT ESPECIFIC,84397,,84397
20,430,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,139160,,139160
20,430,14300,Altre personal atípic,2624,,2624
20,430,15000,PRODUCTIVITAT,6000,,6000
20,430,15100,GRATIFICACIONS,2000,,2000
20,430,16000,SEGURETAT SOCIAL PERSONAL SERVEI A LES EMPRESES,90482,,90482
20,430,21300,MANTENIMENT INSTAL·LACIONS (WIFI I CENTRALETA),500,,500
20,430,21500,MANTENIMENT MOBILIARI I ESTRIS,1000,,1000
20,430,21600,REPARAC. MANTEN. EQUIPS INFOMÀTICS,0,,0
20,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,3000,,3000
20,430,22000,MATERIAL D'OFICINA,500,,500
20,430,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,1000,,1000
20,430,22105,PRODUCTES ALIMENTARIS,1500,,1500
20,430,22199,ALTRES SUBMINISTRAMENTS,2000,,2000
20,430,22200,SERVEIS DE TELECOMUNICACIONS,1800,,1800
20,430,22203,COMUNICACIONS INFORMATIQUES,3200,,3200
20,430,22602,PUBLICITAT I PROPAGANDA,3000,,3000
20,430,22606,DINAMITZACIÓ COMERCIAL,12000,,12000
20,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,12000,,12000
20,430,22701,SEGURETAT,5000,,5000
20,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0,,0
20,430,22709,PROJECTEC AMERC,0,,0
20,430,46500,A COMARQUES,0,,0
20,430,47900,ALTRES SUBVENCIONS A EMPRESES PRIVADES,0,,0
20,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,2000,,2000
20,430,62501,MOBILIARI I ESTRIS PROMOCIÓ ECONÒMICA,2000,,2000
20,430,64800,ARRENDAMENT FINANCER ORDINADORS,3200,,3200
20,942,46100,"A DIPUTACIONS, CONSELLS O CABILDOS INSULARS",0,,0
20,942,46500,CONVENI COL.LABORACIO CONSELL COMARCAL V.OC.,5000,,5000
20,942,46600,A RIERA DE CALDES,7000,,7000
20,942,46700,A CONSORCIS,1000,,1000
20,4310,22602,CAMPANYES COMERÇ COVID-19,0,,0
21,337,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,29777,,29777
21,337,14300,ALTRE PERSONAL ATIPIC,1939,,1939
21,337,15000,PRODUCTIVITAT,1800,,1800
21,337,15100,GRATIFICACIONS,2000,,2000
21,337,16000,SEGURETAT SOCIAL PERSONAL GENT GRAN,20320,,20320
21,337,22199,ALTRES SUBMINISTRAMENTS,4000,,4000
21,337,22200,SERVEIS DE TELECOMUNICACIONS,300,,300
21,337,22602,PUBLICITAT I PROPAGANDA,2500,,2500
21,337,22608,SERVEI DE PODOLOGIA,3500,,3500
21,337,22610,SORTIDES GENT GRAN,9000,,9000
21,337,22611,ACTIVITATS GENT GRAN,28500,,28500
21,337,22612,FESTES POPULARS,7000,,7000
21,337,62501,MOBILIARI I ESTRIS,0,,0
