#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Disponible de Remanentes por aplicación
11,326,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,0.0,0.0,0.0,0.0,0.0
11,326,48900,SUBVENCIONS EDUCATIVES,35000.0,1784.62,36784.62,15117.69,0.0
11,326,22700,FORMACIÓ,800.0,-800.0,0.0,0.0,0.0
11,326,22608,ALTRES DESPESES DIVERSES (POLINYÀ GROGA),3529.0,-1600.0,1929.0,1828.58,0.0
11,326,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,0.0,0.0,0.0,0.0,0.0
11,326,48901,ALTRES SUBVENCIONS,12000.0,-4000.0,8000.0,2800.0,3200.0
11,3230,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,14563.25,14563.25,0.0,24563.25
11,3230,22001,"PREMSA, REVISTES, LLIBRES I ALTRES PUBLICACIONS",50.0,0.0,50.0,15.86,0.0
11,3230,62501,MOBILIARI I ESTRIS,5000.0,0.0,5000.0,3547.72,0.0
11,3230,22200,SERVEIS DE TELECOMUNICACIONS,4700.0,0.0,4700.0,1346.25,0.0
11,3230,22602,PUBLICITAT I PROPAGANDA,0.0,0.0,0.0,332.75,0.0
11,3230,14300,ALTRE PERSONAL ATÍPIC,0.0,0.0,0.0,7713.33,0.0
11,3230,16000,SEGURETAT SOCIAL PERSONAL CONSERGERIA ESCOLES PÚBLIQUES,29419.0,0.0,29419.0,24430.35,0.0
11,3230,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,71847.0,0.0,71847.0,69567.5,0.0
11,3230,20800,LLOGUERS D'ALTRE INMOBILITZAT MATERIAL,4270.0,0.0,4270.0,4268.88,0.0
11,3230,15000,PRODUCTIVITAT,2400.0,0.0,2400.0,1200.0,0.0
11,3230,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,9577.0,0.0,9577.0,9659.86,0.0
11,3230,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,15879.0,0.0,15879.0,15869.87,0.0
11,3231,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI ESCOLES BRESSOL,50.0,0.0,50.0,82.86,0.0
11,3231,22200,SERVEIS DE TELECOMUNICACIONS,1500.0,5.05,1505.05,552.68,0.0
11,3231,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORA,770.0,0.0,770.0,128.24,0.0
11,3231,22199,ALTRES SUBMINISTRAMENTS,7000.0,0.0,7000.0,4136.0,0.0
11,3231,16000,SEGURETAT SOCIAL PERSONAL ESCOLES BRESSOL MUNICIPALS,182966.0,-5800.0,177166.0,171955.38,0.0
11,3231,15000,PRODUCTIVITAT,12600.0,0.0,12600.0,9190.0,0.0
11,3231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,279202.0,-9028.47,270173.53,252772.16,0.0
11,3231,62501,MOBILIARI I ESTRIS,6000.0,0.0,6000.0,6018.81,0.0
11,3231,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,600.0,0.0,600.0,1616.83,0.0
11,3231,22105,PRODUCTES ALIMENTARIS,0.0,0.0,0.0,64.35,0.0
11,3231,22203,COMUNICACIONS INFORMÀTIQUES,0.0,0.0,0.0,1625.27,0.0
11,3231,63201,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,35379.16,35379.16,17533.13,17846.03
11,3231,14300,ALTRE PERSONAL ATÍPIC,11242.0,0.0,11242.0,41407.73,0.0
11,3231,22104,SUBMINISTRAMENT VESTUARI,1000.0,0.0,1000.0,924.57,0.0
11,3231,15100,GRATIFICACIONS,9000.0,0.0,9000.0,12385.35,0.0
11,3231,22610,ALTRES DESPESES,900.0,0.0,900.0,904.14,0.0
11,3231,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,0.0,0.0,0.0,0.0,0.0
11,3231,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,550.0,0.0,550.0,0.0,0.0
11,3231,22602,PUBLICITAT I PROPAGANDA,500.0,0.0,500.0,19.06,0.0
11,3231,21500,MANTENIMENT MOBILIARI I ESTRIS,1600.0,30.01,1630.01,761.86,0.0
11,3231,21900,MANTENIMENT PROGRAMES INFORMÀTICS,750.0,0.0,750.0,462.22,0.0
11,3231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,330461.0,-9000.0,321461.0,315087.11,0.0
11,3232,14300,ALTRE PERSONAL ATÍPIC,0.0,0.0,0.0,818.23,0.0
12,929,20500,Lloguer de mobiliari i estris,0.0,0.0,0.0,0.0,0.0
12,9290,12101,COMPLEMENT ESPECÍFIC,50310.0,0.0,50310.0,36332.48,0.0
12,9290,15000,PRODUCTIVITAT,3000.0,0.0,3000.0,1893.33,0.0
12,9290,22105,PRODUCTES ALIMENTARIS,0.0,0.0,0.0,25.74,0.0
12,9290,22299,ALTRES DESPESES EN COMUNICACIONS,0.0,0.0,0.0,0.0,0.0
12,9290,63200,EDIFICIS I ALTRES CONSTRUCCIONS -AA PP-,65000.0,0.0,65000.0,0.0,0.0
12,9290,21600,REPARACIÓ I MANTENIMENT EQUIPS INFORMÀTICS,800.0,0.0,800.0,1306.8,0.0
12,9290,21500,MANTENIMENT MOBILIARI I ESTRIS,700.0,1480.84,2180.84,1934.39,415.04
12,9290,22000,MATERIAL D'OFICINA,1000.0,145.88,1145.88,851.9,0.0
12,9290,12100,COMPLEMENT DE DESTINACIÓ,18460.0,0.0,18460.0,12125.89,0.0
12,9290,62501,MOBILIARI I ESTRIS,1200.0,0.0,1200.0,521.51,0.0
12,9290,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORA,1200.0,171.38,1371.38,1173.8,171.38
12,9290,14300,ALTRE PERSONAL ATÍPIC,14421.0,0.0,14421.0,18769.74,0.0
12,9290,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,10508.0,0.0,10508.0,10311.2,0.0
12,9290,22200,SERVEIS DE TELECOMUNICACIONS,2000.0,361.42,2361.42,1233.67,220.83
12,9290,22717,MUNTATGE I DESMUNTATGE DE TARIMES,1200.0,0.0,1200.0,1113.39,0.0
12,9290,35800,INTERESSOS ARRENDAMENTS FINANCERS,0.0,0.0,0.0,154.28,0.0
12,9290,22602,PUBLICITAT I PROPAGANDA,1000.0,800.0,1800.0,1836.78,0.0
12,9290,22199,ALTRES SUBMINISTRAMENTS AAPP,0.0,0.0,0.0,0.0,0.0
12,9290,15100,Gratificacions,0.0,0.0,0.0,315.48,0.0
12,9290,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,26237.0,-1000.0,25237.0,15986.46,0.0
12,9290,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU AAPP,32443.0,-7407.33,25035.67,21100.69,0.0
12,9290,12006,TRIENNIS,4809.0,0.0,4809.0,3333.95,0.0
12,9293,35800,INTERESSOS ARRENDAMENTS FINANCERS,172.0,100.0,272.0,101.57,0.0
12,9293,12101,COMPLEMENT ESPECÍFIC,10613.0,0.0,10613.0,4665.32,0.0
12,9293,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORA,1100.0,0.0,1100.0,970.19,0.0
12,9293,15100,Gratificacions personall,0.0,0.0,0.0,1782.25,0.0
12,9293,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,26698.0,0.0,26698.0,23139.9,0.0
12,9293,15000,PRODUCTIVITAT,1800.0,1800.0,3600.0,950.0,0.0
12,9293,12100,COMPLEMENT DE DESTINACIÓ,3796.0,0.0,3796.0,1530.98,0.0
12,9293,22200,SERVEIS DE TELECOMUNICACIONS,2500.0,113.68,2613.68,2303.58,0.0
12,9293,12006,TRIENNIS,784.0,0.0,784.0,124.59,0.0
12,9293,14300,ALTRE PERSONAL ATÍPIC,14421.0,0.0,14421.0,17083.07,0.0
12,9293,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8746.0,0.0,8746.0,3779.44,0.0
12,9293,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU DEL ROURE,19100.0,0.0,19100.0,16594.96,0.0
12,9293,22105,PRODUCTES ALIMENTARIS,0.0,0.0,0.0,25.74,0.0
13,340,15000,PRODUCTIVITAT,600.0,600.0,1200.0,300.0,0.0
13,340,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,24314.0,0.0,24314.0,24346.87,0.0
13,340,13000,RETRIBUCIONS  BÀSIQUES PERSONAL LABORAL FIX,12306.0,0.0,12306.0,12093.45,0.0
13,340,16000,SEGURETAT SOCIAL  ESPORTS,11307.0,0.0,11307.0,11505.32,0.0
13,340,15100,Gratificacions personal,0.0,0.0,0.0,629.59,0.0
13,341,22608,PROMOCIÓ ESPORTIVA,1000.0,0.0,1000.0,0.0,0.0
13,341,48900,SUBVENCIONS ESPORTIVES,44000.0,14560.0,58560.0,47082.0,0.0
13,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,16100.0,68.97,16168.97,18070.29,0.0
13,342,22710,GESTIÓ PISCINA DESCOBERTA,4000.0,0.0,4000.0,0.0,0.0
13,342,63200,EDIFICIS I ALTRES CONSTRUCCIONS -ESPORTS-,80000.0,165075.05,245075.05,143905.83,13562.05
13,342,22106,SUBMINISTRAMENT PRODUCTES FARMACÈUTICS,180.0,0.0,180.0,243.6,0.0
13,342,22200,SERVEIS DE TELECOMUNICACIONS,1800.0,412.96,2212.96,2123.38,0.0
13,342,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,0.0,0.0,0.0,2916.74,0.0
13,342,62501,MOBILIARI I ESTRIS,1000.0,0.0,1000.0,474.78,0.0
13,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,136000.0,92171.96,228171.96,189671.96,0.0
13,342,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,1009.95,1009.95,9754.18,0.0
13,342,22199,ALTRES SUBMINISTRAMENTS,3600.0,156.5,3756.5,1069.4,156.5
13,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,2000.0,0.0,2000.0,0.0,0.0
13,933,63200,EDIFICIS I ALTRES CONSTRUCCIONS,0.0,350000.0,350000.0,0.0,0.0
14,231,22608,PROGRAMA DE LA DONA,3650.0,57.86,3707.86,2109.34,0.0
14,231,22706,SERVEIS ATENCIÓ A LA DONA,9000.0,2810.0,11810.0,8309.96,0.0
14,231,48900,SUBVENCIONS A ENTITATS,2040.0,408.0,2448.0,2040.0,0.0
15,311,12006,TRIENNIS,2829.0,0.0,2829.0,2588.53,0.0
15,311,22199,ALTRES SUBMINISTRAMENTS,4000.0,0.0,4000.0,830.17,0.0
15,311,12101,COMPLEMENT ESPECÍFIC,11243.0,0.0,11243.0,11858.17,0.0
15,311,62501,MOBILIARI I ESTRIS,100.0,0.0,100.0,0.0,0.0
15,311,15100,Gratificacions personal funcionari,0.0,0.0,0.0,188.72,0.0
15,311,12100,COMPLEMENT DE DESTINACIÓ,7441.0,0.0,7441.0,7034.97,0.0
15,311,22608,PROGRAMES SALUT I CONSUM,4250.0,0.0,4250.0,1954.07,0.0
15,311,48003,TRANSFERÈNCIES CORRENTS INSTITCIONS SENSE FINALITAT DE LUCRE,300.0,300.0,600.0,0.0,300.0
15,311,48200,CONVENI CREU ROJA,4000.0,0.0,4000.0,4000.0,0.0
15,311,21200,REPARAC.MANTENIM.I CONSRV.EDIFICIS I ALTRES CONSTRUCCIONS,0.0,0.0,0.0,1606.88,0.0
15,311,16000,SEGURETAT SOCIAL PERSONAL SANITAT,8898.0,0.0,8898.0,8177.44,0.0
15,311,15000,PRODUCTIVITAT,600.0,0.0,600.0,0.0,0.0
15,311,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13996.0,0.0,13996.0,13397.26,0.0
15,311,22709,ACTUACIONS SALUT I CONSUM,49258.0,1089.0,50347.0,19103.55,0.0
16,231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,56165.0,0.0,56165.0,56346.72,0.0
16,231,46500,TRANSFERENCIES A COMARQUES (AT.DOMICILIÀRIA I EAIA),145000.0,17775.24,162775.24,97457.15,0.2
16,231,48004,AJUTS TRANSPORT ADAPTAT,6000.0,0.0,6000.0,6939.96,0.0
16,231,48005,AJUTS ASSISTÈNCIA JURIDICA,2400.0,3040.0,5440.0,2455.0,0.0
16,231,15100,GRATIFICACIONS,1000.0,0.0,1000.0,1000.0,0.0
16,231,62501,MOBILIARI I ESTRIS,100.0,0.0,100.0,0.0,0.0
16,231,15000,PRODUCTIVITAT,1800.0,0.0,1800.0,1800.0,0.0
16,231,22699,ALTRES DESPESES DIVERSES,0.0,0.0,0.0,0.0,0.0
16,231,16000,SEGURETAT SOCIAL PERSONAL SERVEIS SOCIALS,32557.0,0.0,32557.0,32907.13,0.0
16,231,48901,ALTRES SUBVENCIONS,500.0,0.0,500.0,400.0,0.0
16,231,21400,MANTENIMENT VEHICLES,1000.0,0.0,1000.0,127.96,0.0
16,231,22103,SUBMINISTRAMENT COMBUSTIBLE,300.0,0.0,300.0,251.02,0.0
16,231,48900,SUBVENCIONS SERVEIS SOCIALS,6000.0,6000.0,12000.0,2500.0,3500.0
16,231,48200,TRANSFERÈNCIES CTS. A PARTICULARS,0.0,0.0,0.0,3000.0,0.0
16,231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,50629.0,0.0,50629.0,47643.66,0.0
16,231,48003,AJUTS INFÀNCIA,50000.0,2281.02,52281.02,38206.17,89.17
16,231,22710,PROJECTE EDUCATIU AL CARRER,35000.0,0.0,35000.0,3570.0,0.0
16,231,22709,AULA DE TARDA,40000.0,0.0,40000.0,39898.0,0.0
16,231,48000,AJUTS SOCIALS,65000.0,-910.25,64089.75,40657.65,0.0
16,231,22200,SERVEIS DE TELECOMUNICACIONS,500.0,0.0,500.0,0.0,0.0
16,231,22199,ALTRES SUBMINISTRAMENTS,500.0,0.0,500.0,0.0,0.0
17,241,22000,MATERIAL D'OFICINA,500.0,0.0,500.0,357.82,0.0
17,241,64800,QUOTES ARRENDAMENT FINANCER ORDINADORS,4200.0,0.0,4200.0,3971.95,0.0
17,241,62501,MOBILIARI I ESTRIS,1000.0,0.0,1000.0,0.0,0.0
17,241,22200,SERVEIS DE TELECOMUNICACIONS,1200.0,0.0,1200.0,504.57,0.0
17,241,22199,ALTRES SUBMINISTRAMENTS,1000.0,0.0,1000.0,84.11,0.0
17,241,21500,MANTENIMENT MOBILIARI I ESTRIS,1500.0,13.13,1513.13,2685.33,0.0
17,241,15000,PRODUCTIVITAT,2400.0,0.0,2400.0,2100.0,0.0
17,241,47000,SUBVENCIÓ PER A FOMENT DE L'OCUPACIÓ,10000.0,-6000.0,4000.0,0.0,0.0
17,241,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,37945.0,0.0,37945.0,37701.28,0.0
17,241,15100,GRATIFICACIONS,0.0,0.0,0.0,689.67,0.0
17,241,14100,PERSONAL PLANS D'OCUPACIÓ,0.0,69137.79,69137.79,19693.7,5943.1
17,241,22605,CURSOS FORMACIÓ,20000.0,12520.0,32520.0,25703.07,0.0
17,241,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,65262.0,0.0,65262.0,65471.43,0.0
17,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,5000.0,2157.46,7157.46,6340.7,496.46
17,241,16002,SEGURETAT SOCIAL ALTRES PERSONAL PLA D'OCUPACIÓ,0.0,43071.83,43071.83,4017.02,19837.58
17,241,22606,"REUNIONS, CONFERÈNCIES I CURSOS",0.0,159200.15,159200.15,950.0,28371.65
17,241,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,26722.0,0.0,26722.0,25772.23,0.0
17,241,35800,INTERESSOS ARRENDAMENTS FINANCERS,820.0,0.0,820.0,667.32,0.0
17,241,22602,PUBLICITAT I PROPAGANDA,1500.0,0.0,1500.0,661.87,0.0
17,241,16000,SEGURETAT SOCIAL PERSONAL OCUPACIÓ,39020.0,0.0,39020.0,42367.84,0.0
17,242,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,31036.0,0.0,31036.0,27885.72,0.0
17,242,15000,PRODUCTIVITAT,1200.0,100.0,1300.0,900.0,0.0
17,242,22707,FORMACIÓ,2000.0,15610.6,17610.6,14925.08,723.05
17,242,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,30069.0,0.0,30069.0,28510.93,0.0
17,242,16000,SEGURETAT SOCIAL PERSONAL FORMACIÓ BÀSICA,18601.0,0.0,18601.0,17350.28,0.0
18,164,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,471.9,0.0
18,164,21200,MANTENIMENT CEMENTIRI,2000.0,2174.18,4174.18,2974.18,0.0
18,165,21000,INFRASTRUCTURA I BÉNS NATURALS,0.0,0.0,0.0,11961.7,0.0
18,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,155000.0,14063.52,169063.52,152970.73,644.13
18,171,21000,MANTENIMENT PARCS INFANTILS,15000.0,0.0,15000.0,5540.91,0.0
18,171,21500,MANTENIMENT JOCS INFANTILS,10000.0,-4000.0,6000.0,0.0,0.0
18,231,21200,MANTENIMENT DEPENDÈNCIES SERVEIS SOCIALS,500.0,0.0,500.0,320.0,0.0
18,231,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEP. SERVEIS SOCIALS,3000.0,0.0,3000.0,458.89,0.0
18,333,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS CULTURALS,3500.0,297.18,3797.18,4355.21,0.0
18,333,22102,SUBMINISTRAMENT GAS EQUIPAMENTS CULTURALS,9000.0,542.6,9542.6,4955.23,0.0
18,333,21200,MANTENIMENT EQUIPAMENTS CULTURALS,4000.0,72.6,4072.6,3365.7,0.0
18,333,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,0.0,0.0
18,337,21200,MANTENIMENT CASAL CULTURA I JOVENTUT,3000.0,0.0,3000.0,1027.43,0.0
18,337,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA CASAL DE JOVES,5500.0,840.01,6340.01,4710.79,0.0
18,342,21300,"MANTENIMENT MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",100.0,0.0,100.0,0.0,0.0
18,342,22102,SUBMINISTRAMENT GAS EQUIPAMENTS ESPORTIUS,15000.0,1990.07,16990.07,7260.72,0.0
18,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,35000.0,4156.51,39156.51,36008.59,147.31
18,342,22199,ALTRES SUBMINISTRAMENTS,300.0,0.0,300.0,0.0,0.0
18,342,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIP. ESPORTIUS,25000.0,1338.86,26338.86,18626.97,0.0
18,342,20500,LLOGUER MOBILIARI I ESTRIS,100.0,0.0,100.0,0.0,0.0
18,430,21200,MANTENIMENT CAN GAVARRA,18000.0,0.0,18000.0,12038.39,0.0
18,430,22100,SUBMINISTRAMENT ELÈCTRIC CAN GAVARRA,16000.0,1087.45,17087.45,9798.13,188.73
18,451,22200,SERVEIS DE TELECOMUNICACIONS,1000.0,75.63,1075.63,1239.46,25.87
18,451,22103,SUBMINISTRAMENT COMBUSTIBLE,5000.0,209.02,5209.02,3304.4,0.0
18,451,22199,ALTRES SUBMINISTRAMENTS -MATERIAL BRIGADA-,80000.0,1194.17,81194.17,47785.0,0.0
18,451,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,69221.0,0.0,69221.0,68012.49,0.0
18,451,20400,LLOGUER DE MATERIAL DE TRANSPORT,100.0,0.0,100.0,0.0,0.0
18,451,22104,SUBMINISTRAMENT VESTUARI,4500.0,0.0,4500.0,2199.78,0.0
18,451,21300,"MANTENIMENT MAQUINARIA,  INST. I UTILLATGE",1000.0,223.0,1223.0,921.92,0.0
18,451,21400,MANTENIMENT VEHICLES,4000.0,18.15,4018.15,4963.94,0.0
18,451,16000,SEGURETAT SOCIAL PERSONAL BRIGADA,83579.0,0.0,83579.0,73977.35,0.0
18,451,22100,SUBMINISTRE ELECTRIC MAGATZEM BRIGADA,3500.0,343.18,3843.18,3081.38,0.0
18,451,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,143096.0,0.0,143096.0,140856.39,0.0
18,451,21200,MANTENIMENT LOCAL BRIGADA,2500.0,0.0,2500.0,619.79,0.0
18,451,15100,GRATIFICACIONS,5000.0,0.0,5000.0,3450.23,0.0
18,451,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100.0,0.0,100.0,0.0,0.0
18,451,20200,LLOGUER D'EDIFICIS I ALTRES CONSTRUCCIONS,22000.0,0.0,22000.0,19325.28,0.0
18,451,15000,PRODUCTIVITAT,4200.0,0.0,4200.0,2691.67,0.0
18,451,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,24331.0,0.0,24331.0,19028.52,0.0
18,451,21500,MOBILIARI I ESTRIS,0.0,239.0,239.0,239.0,0.0
18,454,21000,INFRAESTRUCTURA I BÉNS NATURALS,0.0,0.0,0.0,0.0,0.0
18,459,21000,MANTENIMENT HORTS MUNICIPALS,5000.0,0.0,5000.0,0.0,0.0
18,920,22199,ALTRES SUBMINISTRAMENTS,2500.0,971.93,3471.93,9807.35,0.0
18,920,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI AJUNTAMENT I ALTRE,23000.0,1639.42,24639.42,17466.9,0.0
18,920,21200,MANTENIMENT EDIFICI AJUNTAMENT I ALTRES,29000.0,8488.46,37488.46,14092.5,0.0
18,1530,21000,ACTUACIONS EN VIES PÚBLIQUES,10000.0,28117.44,38117.44,38325.26,0.0
18,1530,22717,TREBALLS REALITZATS PER ALTRES EMPRESES I PROFESSIONALS,0.0,0.0,0.0,0.0,0.0
18,1530,22199,ALTRES SUBMINISTRAMENTS,20000.0,-6000.0,14000.0,22534.84,0.0
18,1530,21500,MOBILIARI I ESTRIS,5000.0,-491.45,4508.55,3614.88,0.0
18,1532,21000,PAVIMENTACIÓ DE VIES PÚBLIQUES,60000.0,-7202.26,52797.74,37313.4,956.24
18,1622,21200,MANTENIMENT EDIFICIS SERV.MUNICIPALS DEIXALLERIA,1500.0,5603.03,7103.03,6158.35,0.0
18,1622,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,1000.0,136.17,1136.17,589.39,0.0
18,1622,22200,SERVEIS DE TELECOMUNICACIONS DEIXALLERIA,200.0,0.0,200.0,501.16,0.0
18,3230,21200,MANTENIMENT ESCOLES PÚBLIQUES,30000.0,21505.22,51505.22,70639.36,1643.34
18,3230,22104,VESTUARI,0.0,1235.81,1235.81,1288.55,0.0
18,3230,21000,INFRAESTRUCTURA I BÉNS NATURALS,0.0,0.0,0.0,1150.71,0.0
18,3230,22102,SUB. GAS ESCOLES PÚBLIQUES,39000.0,6812.34,45812.34,26896.1,0.0
18,3230,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,55000.0,4144.81,59144.81,45446.03,0.0
18,3230,21500,MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,500.0,0.0,500.0,0.0,0.0
18,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,30000.0,2364.63,32364.63,13045.92,0.0
18,3231,21500,MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,1000.0,196.75,1196.75,0.0,196.75
18,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,36500.0,5334.2,41834.2,18035.02,0.0
18,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,20000.0,2883.54,22883.54,16204.75,0.0
18,3321,21200,MANTENIMENT BIBLIOTECA,4000.0,0.0,4000.0,500.16,0.0
18,3321,21500,MOBILIARI I ESTRIS,500.0,0.0,500.0,0.0,0.0
18,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,10000.0,723.11,10723.11,8381.45,0.0
18,9290,22100,SUBMIN.ENERGIA ELÈCTRICA LOCAL ATENCIÓ A LES PERSONES,4100.0,1157.86,5257.86,4741.58,0.0
18,9290,21200,MANTENIMENT LOCAL ATENCIÓ A LES PERSONES,6000.0,4289.74,10289.74,9147.78,793.57
18,9293,22100,"SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI """"EL ROURE""""",40000.0,2539.74,42539.74,26286.34,0.0
18,9293,22104,VESTUARI,0.0,0.0,0.0,10.13,0.0
18,9293,21500,"MOBILIARI I ESTRIS """"EL ROURE""""",500.0,0.0,500.0,372.68,0.0
18,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",15000.0,4425.76,19425.76,12052.76,0.0
18,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",500.0,35.83,535.83,206.17,0.0
19,231,22608,ACTIVITATS SOLIDARITAT,4261.0,0.0,4261.0,902.91,0.0
19,231,48900,SUBVENCIONS SOLIDARITAT,56614.0,0.0,56614.0,53000.0,0.0
20,430,22706,"ESTUDIS, PLANS I PROJECTES TÈCNICS",0.0,12316.14,12316.14,12316.14,0.0
20,430,22701,SEGURETAT,0.0,0.0,0.0,229.9,0.0
20,430,22200,SERVEIS DE TELECOMUNICACIONS,9000.0,153.2,9153.2,1710.64,79.21
20,430,14300,ALTRE PERSONAL ATÍPIC,0.0,12919.1,12919.1,10161.74,2606.38
20,430,15000,PRODUCTIVITAT,1800.0,600.0,2400.0,1250.0,0.0
20,430,12100,COMPLEMENT DE DESTINACIÓ,12303.0,18000.0,30303.0,16334.68,0.0
20,430,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,500.0,0.0,500.0,0.0,0.0
20,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,4500.0,380.0,4880.0,1020.0,125.0
20,430,16002,SEGURETAT SOCIAL PROJECTE CATALUNYA EMPREN 2015,0.0,4492.87,4492.87,2540.98,4492.87
20,430,62501,MOBILIARI I ESTRIS,3000.0,1037.7,4037.7,401.98,1037.7
20,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2000.0,0.0,2000.0,0.0,0.0
20,430,22602,PUBLICITAT I PROPAGANDA,2000.0,0.0,2000.0,3540.07,0.0
20,430,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,92.41,2092.41,1718.36,0.0
20,430,16001,Seguretat Social Personal Catalunya Emprèn,0.0,3110.91,3110.91,679.83,0.0
20,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13996.0,0.0,13996.0,13385.29,0.0
20,430,22606,DINAMITZACIÓ COMERCIAL,7000.0,800.0,7800.0,9492.01,260.0
20,430,12101,COMPLEMENT ESPECIFIC,40780.0,0.0,40780.0,52968.89,0.0
20,430,22105,PRODUCTES ALIMENTARIS,0.0,0.0,0.0,60.06,0.0
20,430,16000,SEGURETAT SOCIAL PROMOCIÓ ECONÒMICA,27961.0,9823.92,37784.92,35127.62,0.0
20,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,6000.0,31872.3,37872.3,34041.9,1474.02
20,430,15100,Gratificacions,0.0,0.0,0.0,114.3,0.0
20,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,3000.0,47629.52,50629.52,18175.6,8372.1
20,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8746.0,0.0,8746.0,16619.81,0.0
20,430,22199,ALTRES SUBMINISTRAMENTS,2500.0,0.0,2500.0,665.31,0.0
20,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,4800.0,0.0,4800.0,3915.6,0.0
