#Org.,Pro.,Eco.,Descripció,Crèdits inicials,f,Crèdits inicials_2
11,3230,22700,NETEJA I ACONDICIONAMENT,0.0,,0.0
11,3230,62501,MOBILIARI I ESTRIS,0.0,,0.0
11,3230,63201,EDIFICIS I ALTRES CONSTRUCCIONS ESCOLES PÚBLIQUES,21000.0,,21000.0
11,3230,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE ESCOLES",15000.0,,15000.0
11,3231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,251005.0,,251005.0
11,3231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,285235.0,,285235.0
11,3231,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,66125.0,,66125.0
11,3231,14300,ALTRE PERSONAL ATIPIC,65993.0,,65993.0
11,3231,15000,PRODUCTIVITAT,14400.0,,14400.0
11,3231,15100,GRATIFICACIONS,3000.0,,3000.0
11,3231,16000,SEGURETAT SOCIAL PERSONAL ESCOLES BRESSOL MUNICIPALS,213226.0,,213226.0
11,3231,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,,1000.0
11,3231,21900,MANTENIMENT PROGRAMES INFORMÀTICS,1700.0,,1700.0
11,3231,22104,SUBMINISTRAMENT VESTUARI,4000.0,,4000.0
11,3231,22105,PRODUCTES ALIMENTARIS,850.0,,850.0
11,3231,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI ESCOLES BRESSOL,50.0,,50.0
11,3231,22199,ALTRES SUBMINISTRAMENTS,4500.0,,4500.0
11,3231,22200,SERVEIS DE TELECOMUNICACIONS,1700.0,,1700.0
11,3231,22203,COMUNICACIONS INFORMÀTIQUES,1500.0,,1500.0
11,3231,22300,TRANSPORTS,500.0,,500.0
11,3231,22400,PRIMES ASSEGURANCES,1000.0,,1000.0
11,3231,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
11,3231,22610,ALTRES DESPESES,20100.0,,20100.0
11,3231,22703,COMPENSACIÓ SERVEI MENJADOR ESCOLES BRESSOLS,25000.0,,25000.0
11,3231,35800,INTERESSOS PER OPERACIONS D'ARRENDAMENTS,0.0,,0.0
11,3231,62501,MOBILIARI I ESTRIS ESCOLES BRESSOL,2000.0,,2000.0
11,3231,63200,INV. REPOS. ASS. EDIFICIS I CONTRUCC.,0.0,,0.0
11,3231,63201,EDIFICIS  I ALTRES CONSTRUCCIONS,0.0,,0.0
11,3231,64800,QUOTES ARRENDAMENT FINANCER FOTOCOPIADORA,0.0,,0.0
11,3260,22199,ALTRES SUBMINISTRAMENTS,0.0,,0.0
11,3260,22300,TRANSPORT SERVEIS EDUCACIÓ,0.0,,0.0
11,3260,22400,PRIMES ASSEGURANCES,4200.0,,4200.0
11,3260,22610,PROGRAMES EDUCATIUS,7225.0,,7225.0
11,3260,22707,FORMACIÓ,2500.0,,2500.0
11,3260,48900,SUBVENCIONS ENTITATS,32000.0,,32000.0
11,3260,62501,MOBILIARI I ESTRIS EDUCACIÓ,0.0,,0.0
11,3261,20800,LLOGUER MÒDUL,11040.0,,11040.0
11,3261,21200,MANTENIMENT MÒDULS PROJECTE NOX,0.0,,0.0
11,3261,22300,TRANSPORT PROGRAMES EDUCATIUS,1000.0,,1000.0
11,3261,22700,NETEJA MÒDUL BÒBILA,0.0,,0.0
11,3261,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,36800.0,,36800.0
11,3262,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,17714.0,,17714.0
11,3262,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,17075.0,,17075.0
11,3262,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,2334.0,,2334.0
11,3262,15000,PRODUCTIVITAT,600.0,,600.0
11,3262,16000,SEGURETAT SOCIAL PERSONAL FORMACIÓ BÀSICA,11705.0,,11705.0
11,3262,21500,MANTENIMENT MOBILIARI I ESTRIS,3000.0,,3000.0
11,3262,22199,ALTRES SUBMINISTRAMENTS,1200.0,,1200.0
11,3262,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
11,3262,22610,FORMACIÓ ADULTS,0.0,,0.0
11,3262,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,15850.0,,15850.0
11,3262,62501,MOBILIARI I ESTRIS FORMACIÓ ADULTS,0.0,,0.0
12,326,48900,ALTRES TRANSFERENCIES A ALTRES ENTITATS,0.0,,0.0
12,3260,48900,BEQUES D'OPORTUNITAT,60000.0,,60000.0
12,9290,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
12,9290,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,23802.0,,23802.0
12,9290,12004,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C2,38932.0,,38932.0
12,9290,12006,TRIENNIS,10499.0,,10499.0
12,9290,12100,COMPLEMENT DE DESTINACIÓ,40431.0,,40431.0
12,9290,12101,COMPLEMENT ESPECÍFIC,131952.0,,131952.0
12,9290,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,23382.0,,23382.0
12,9290,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,36164.0,,36164.0
12,9290,15000,PRODUCTIVITAT,5400.0,,5400.0
12,9290,15100,GRATIFICACIONS,1500.0,,1500.0
12,9290,16000,SEGURETAT SOCIAL PERSONAL ADM. ACCIÓ CIUTADANA I BEN.SOCIAL,83690.0,,83690.0
12,9290,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,,2000.0
12,9290,22000,MATERIAL D'OFICINA,500.0,,500.0
12,9290,22104,SUBMINISTAMENT VESTUARI,0.0,,0.0
12,9290,22105,PRODUCTES ALIMENTARIS,450.0,,450.0
12,9290,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
12,9290,22200,SERVEIS DE TELECOMUNICACIONS,4000.0,,4000.0
12,9290,22203,COMUNICACIONS INFORMÀTIQUES,0.0,,0.0
12,9290,22400,PRIMES ASSEGURANCES,500.0,,500.0
12,9290,62501,MOBILIARI I ESTRIS ACC. CIUTADANA I DRETS SOCIALS,3000.0,,3000.0
12,9293,13000,RETRIBUCIONS BÀSIQUES PERSONLA LABORAL FIX,9579.0,,9579.0
12,9293,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,18017.0,,18017.0
12,9293,15000,PRODUCTIVITAT,600.0,,600.0
12,9293,15100,GRATIFICACIONS,2000.0,,2000.0
12,9293,16000,SEGURETAT SOCIAL PERSONAL ADM.D'EL ROURE,9287.0,,9287.0
12,9293,20500,LLOGUER DE MOBILIARI I ESTRIS,500.0,,500.0
12,9293,22105,PRODUCTES ALIMENTARIS,500.0,,500.0
12,9293,22200,SERVEIS DE TELECOMUNICACIONS,1500.0,,1500.0
12,9293,22203,COMUNICACIONS INFORMÀTIQUES,0.0,,0.0
12,9293,62501,MOBILIARI I ESTRIS,0.0,,0.0
13,340,12001,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
13,340,12006,TRIENIS,0.0,,0.0
13,340,12100,COMPLEMENT DE DESTINACIÓ,8292.0,,8292.0
13,340,12101,COMPLEMENT ESPECÍFIC,12850.0,,12850.0
13,340,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,14295.0,,14295.0
13,340,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,25146.0,,25146.0
13,340,15000,PRODUCTIVITAT,1200.0,,1200.0
13,340,15100,GRATIFICACIONS,500.0,,500.0
13,340,16000,SEGURETAT SOCIAL PERSONAL ESPORTS,23934.0,,23934.0
13,341,22199,ALTRES SUBMINISTRAMENTS,2000.0,,2000.0
13,341,22608,PROMOCIÓ ESPORTIVA,4500.0,,4500.0
13,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,30000.0,,30000.0
13,341,48900,SUBVENCIONS ESPORTIVES,54000.0,,54000.0
13,341,48902,CONVENI SUBVENCIÓ BALONMANO POLINYA,0.0,,0.0
13,342,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,1000.0,,1000.0
13,342,22199,ALTRES SUBMINISTRAMENTS,5000.0,,5000.0
13,342,22200,SERVEIS DE TELECOMUNICACIONS,1000.0,,1000.0
13,342,22203,COMUNICACIONS INFORMÀTIQUES EQUIPAMENTS ESPORTIUS,2000.0,,2000.0
13,342,22400,PRIMES ASSEGURANCES,500.0,,500.0
13,342,22699,ALTRES DESPESES DIVERSES,0.0,,0.0
13,342,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0
13,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,130000.0,,130000.0
13,342,60900,ALTRES INVERS. NOVES EN INFRAEST I BENS DEST. A L'ÚS GRAL.,0.0,,0.0
13,342,62501,MOBILIARI I ESTRIS ESPORTS,16000.0,,16000.0
13,342,63200,EDIFICIS I CONSTRUCCIONS ESPORTS,0.0,,0.0
13,342,63201,EDIFICIS I ALTRES CONSTRUCCIONS,120000.0,,120000.0
13,342,63300,"MAQUINARIA, INSTAL.LACIONS I ESTRIS",288000.0,,288000.0
14,231,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
14,231,22608,PROGRAMA DE LA DONA,13000.0,,13000.0
14,231,22706,SERVEIS ATENCIÓ A LA DONA,16200.0,,16200.0
14,231,48900,SUBVENCIONS A ENTITATS,2200.0,,2200.0
15,171,62501,Mobiliari i estris,0.0,,0.0
15,311,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
15,311,12006,TRIENNIS,4722.0,,4722.0
15,311,12100,COMPLEMENT DE DESTINACIÓ,8292.0,,8292.0
15,311,12101,COMPLEMENT ESPECÍFIC,16634.0,,16634.0
15,311,15000,PRODUCTIVITAT,600.0,,600.0
15,311,15100,GRATIFICACIONS,500.0,,500.0
15,311,16000,"SEGURETAT SOCIAL PERSONAL SALUT PÚBLICA, CONSUM I BEN.SOCIAL",10584.0,,10584.0
15,311,21500,MANTENIMENT APARELLS DEA I SMART,3000.0,,3000.0
15,311,22106,PRODUCTES FARMACÈUTICS I MATERIAL SANITARI,1000.0,,1000.0
15,311,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
15,311,22608,PROGRAMES SALUT I CONSUM,3000.0,,3000.0
15,311,22709,ACTUACIONS SALUT I CONSUM,33500.0,,33500.0
15,311,22710,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0
15,311,22711,PLA LOCAL DE SALUT,0.0,,0.0
15,311,48900,CONVENI ASSOCIACIÓ ESPANYOLA CONTRA EL CÀNCER,1500.0,,1500.0
15,313,22199,ALTRES SUBMINISTRAMENTS,9000.0,,9000.0
15,313,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
15,313,22699,CAMPANYES BESNESTAR ANIMAL,9000.0,,9000.0
15,313,22710,ACTUACIONS BENESTAR ANIMAL,61000.0,,61000.0
15,1530,62501,MOBILIARI I ESTRIS,0.0,,0.0
16,231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,37098.0,,37098.0
16,231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,42283.0,,42283.0
16,231,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,39147.0,,39147.0
16,231,14300,ALTRE PERSONAL ATIPIC,36679.0,,36679.0
16,231,15000,PRODUCTIVITAT,2400.0,,2400.0
16,231,15100,GRATIFICACIONS,500.0,,500.0
16,231,16000,SEGURETAT SOCIAL PERSONAL BENESTAR SOCIAL,50178.0,,50178.0
16,231,20200,LLOGUER EDIFICIS I ALTRES CONSTRUCCIONS,25000.0,,25000.0
16,231,21400,MANTENIMENT VEHICLES,600.0,,600.0
16,231,22103,SUBMINISTRAMENT COMBUSTIBLE,400.0,,400.0
16,231,22199,ALTRES SUBMINISTRAMENTS,50000.0,,50000.0
16,231,22300,TRANSPORT BANC D'ALIMENTS,1500.0,,1500.0
16,231,22602,PUBLICITAT I PROPAGANDA,0.0,,0.0
16,231,22605,TRANSPORT BANC ALIMENTS,0.0,,0.0
16,231,22613,ALTRES DESPESES CASALS ESTIU,18000.0,,18000.0
16,231,22706,SERVEIS ATENCIÓ A LA CIUTADANIA,0.0,,0.0
16,231,22709,SERVEI D'INTERVENCIÓ SOCIOEDUCATIVA,55000.0,,55000.0
16,231,46100,SERVEI TELEASSISTENCIA DIPUTACIO BARCELONA,20000.0,,20000.0
16,231,46500,ATENCIO DOMICILIARIA EAIA CONSELL COMARCAR DEL V.OCCIDENTAL,107992.0,,107992.0
16,231,48000,AJUTS SOCIALS,16000.0,,16000.0
16,231,48003,AJUTS INFÀNCIA,20000.0,,20000.0
16,231,48004,AJUTS TRANSPORT ADAPTAT,7000.0,,7000.0
16,231,48005,AJUTS ASSISTÈNCIA JURIDICA,2000.0,,2000.0
16,231,48200,CONVENI CREU ROJA,9000.0,,9000.0
16,231,48900,SUBVENCIONS SERVEIS SOCIALS,5000.0,,5000.0
16,231,48901,ALTRES SUBVENCIONS,500.0,,500.0
16,231,48903,CONVENI EL GRUP-VETLLADORS CASAL ESTIU,10000.0,,10000.0
16,231,48911,PROGRAMA ARRANJAMENT HABITATGES GENT GRAN,4000.0,,4000.0
17,241,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,9733.0,,9733.0
17,241,12100,COMPLEMENT DE DESTINACIÓ,4230.0,,4230.0
17,241,12101,COMPLEMENT ESPECÍFIC,12148.0,,12148.0
17,241,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,67682.0,,67682.0
17,241,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,104024.0,,104024.0
17,241,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,0.0,,0.0
17,241,14100,PERSONAL PLANS D'OCUPACIÓ,0.0,,0.0
17,241,14102,ALTRE PERSONAL PROGRAMA GARANTIA JUVENIL,0.0,,0.0
17,241,14300,ALTRE PERSONAL ATIPIC,0.0,,0.0
17,241,15000,PRODUCTIVITAT,3000.0,,3000.0
17,241,15100,GRATIFICACIONS,2000.0,,2000.0
17,241,16000,SEGURETAT SOCIAL PERSONAL OCUPACIÓ,57724.0,,57724.0
17,241,16002,SEGURETAT SOCIAL ALTRE PERSONAL PLA D'OCUPACIO,0.0,,0.0
17,241,16003,SEG. SOCIAL PERSONAL PRÀCTIQUES PROGRAMA GARANTIA JUVENIL,0.0,,0.0
17,241,21500,MANTENIMENT MOBILIARI I ESTRIS,1500.0,,1500.0
17,241,21900,MANTENIMENT PROGRAMES INFORMÀTICS,0.0,,0.0
17,241,22000,MATERIAL D'OFICINA,500.0,,500.0
17,241,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
17,241,22602,PUBLICITAT I PROPAGANDA,500.0,,500.0
17,241,22605,CURSOS FORMACIÓ,20000.0,,20000.0
17,241,22606,"REUNIONS, CONFERENCIES I CURSOS",0.0,,0.0
17,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,3500.0,,3500.0
17,241,46500,CONVENI COL·LABORACIÓ PROGRAMES OCUPACIÓ,0.0,,0.0
17,241,62501,"MOBILIARI IESTRIS """"EL ROURE""""",3300.0,,3300.0
17,241,64800,QUOTES ARRENDAMENT FINANCER ORDINADORS,2950.0,,2950.0
17,242,16000,SEGURETAT SOCIAL,0.0,,0.0
17,942,46500,CONVENI COL.LABORACIÓ PROGRAMES OCUPACIÓ,13850.0,,13850.0
18,164,21200,MANTENIMENT CEMENTIRI,1000.0,,1000.0
18,164,46500,PROGRAMA GESTIÓ CEMENTIRI,3500.0,,3500.0
18,165,21000,INSTAL.LACIONS ENLLUMENAT PER FESTES,1000.0,,1000.0
18,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,135000.0,,135000.0
18,171,21000,MANTENIMENT PARCS INFANTILS,3000.0,,3000.0
18,171,21001,MANTENIMENT ZONES VERDES,3000.0,,3000.0
18,171,21500,MANTENIMENT JOCS INFANTILS,3000.0,,3000.0
18,231,21200,MANTENIMENT DEPENDÈNCIES SERVEIS SOCIALS,500.0,,500.0
18,231,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEP. SERVEIS SOCIALS,1400.0,,1400.0
18,231,22102,SUBMINISTRAMENT GAS,1300.0,,1300.0
18,333,21200,MANTENIMENT EQUIPAMENTS CULTURALS,7000.0,,7000.0
18,333,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS CULTURALS,6000.0,,6000.0
18,333,22102,SUBMINISTRAMENT GAS EQUIPAMENTS CULTURALS,8000.0,,8000.0
18,333,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
18,337,21200,MANTENIMENT EQUIPAMENT ESPAI JOVE,8000.0,,8000.0
18,337,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENT ESPAI JOVE,6000.0,,6000.0
18,338,21300,INSTAL.LACIONS PER FESTES,0.0,,0.0
18,338,22199,ALTRES SUBMINISTRAMENTS,600.0,,600.0
18,338,22707,TREBALLS REALITZATS PER ALTRES EMPRESES PER FESTES,0.0,,0.0
18,342,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,500.0,,500.0
18,342,20500,LLOGUER MOBILIARI I ESTRIS,100.0,,100.0
18,342,20800,LLOGUER D'ALTRES INMOBILITZAT MATERIAL,0.0,,0.0
18,342,21000,INFRAESTUCTURA I BENS NATURALS,10000.0,,10000.0
18,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,20000.0,,20000.0
18,342,21300,"MANTENIMENT MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",100.0,,100.0
18,342,21500,MANTENIMENT MOBILIARI I ESTRIS,1500.0,,1500.0
18,342,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS ESPORTIUS,48000.0,,48000.0
18,342,22102,SUBMINISTRAMENT GAS EQUIPAMENTS ESPORTIUS,38000.0,,38000.0
18,342,22103,PEL.LETS EQUIPAMENTS ESPORTIUS,5000.0,,5000.0
18,342,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0
18,430,21200,MANTENIMENT CAN GAVARRA,10000.0,,10000.0
18,430,21500,MANTENIMENT MOBILIARI I ESTRIS CAN GAVARRA,500.0,,500.0
18,430,22100,SUBMINISTRAMENT ELÈCTRIC CAN GAVARRA,13000.0,,13000.0
18,451,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
18,451,12003,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C1,11483.0,,11483.0
18,451,12006,TRIENNIS,1585.0,,1585.0
18,451,12100,COMPLEMENT DE DESTINACIÓ,14713.0,,14713.0
18,451,12101,COMPLEMENT ESPECIFIC,25770.0,,25770.0
18,451,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,58517.0,,58517.0
18,451,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,123000.0,,123000.0
18,451,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,123529.0,,123529.0
18,451,15000,PRODUCTIVITAT,6600.0,,6600.0
18,451,15100,GRATIFICACIONS,5000.0,,5000.0
18,451,16000,SEGURETAT SOCIAL PERSONAL BRIGADA,132973.0,,132973.0
18,451,20200,LLOGUER NAU MAGATZEM BRIGADA,20000.0,,20000.0
18,451,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100.0,,100.0
18,451,20400,LLOGUER DE MATERIAL DE TRANSPORT,100.0,,100.0
18,451,21200,MANTENIMENT MAGATZEM BRIGADA,1000.0,,1000.0
18,451,21300,"MANTENIMENT MAQUINÀRIA , INSTAL.LACIONS I UTILLATGE",0.0,,0.0
18,451,21400,MANTENIMENT VEHICLES,4000.0,,4000.0
18,451,21500,MANTENIMENT MOBILIARI I ESTRIS,300.0,,300.0
18,451,22100,SUBMINISTRAMENT ELECTRIC MAGATZEM BRIGADA,4200.0,,4200.0
18,451,22103,SUBMINISTRAMENT COMBUSTIBLE,3800.0,,3800.0
18,451,22104,SUBMINISTRAMENT VESTUARI,6000.0,,6000.0
18,451,22105,PRODUCTES ALIMENTARIS,0.0,,0.0
18,451,22106,PRODUCTES FARMACEUTICS I MATERIAL SANITARI,400.0,,400.0
18,451,22199,ALTRES SUBMINISTRAMENTS -MATERIAL BRIGADA-,70000.0,,70000.0
18,451,22200,SERVEIS DE TELECOMUNICACIONS,2000.0,,2000.0
18,451,22203,COMUNICACIONS INFORMATIQUES,1500.0,,1500.0
18,451,62501,MOBILIARI I ESTRIS BRIGADA,2000.0,,2000.0
18,459,21000,MANTENIMENT HORTS MUNICIPALS,2500.0,,2500.0
18,459,21001,INFRASTUCTURES I BÉNS NATURALS,0.0,,0.0
18,920,21200,MANTENIMENT EDIFICI AJUNTAMENT I ALTRES,10000.0,,10000.0
18,920,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI AJUNTAMENT I ALTRE,28500.0,,28500.0
18,1530,21000,ACTUACIONS EN VIES PÚBLIQUES,20000.0,,20000.0
18,1530,21300,"MANTENIMENT MAQUINARIA, INSTAL.LACIONS I UTILLATGE",0.0,,0.0
18,1530,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,,2000.0
18,1530,22199,ALTRES SUBMINISTRAMENTS,5000.0,,5000.0
18,1530,22717,TREBALLS EXTERNALITZATS VIA PÚBLICA (LLUMS NADAL),0.0,,0.0
18,1532,21000,PAVIMENTACIÓ DE VIES PÚBLIQUES,25000.0,,25000.0
18,1622,21200,MANTENIMENT EDIFICIS SERV.MUNICIPALS DEIXALLERIA,2000.0,,2000.0
18,1622,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,2000.0,,2000.0
18,1622,22200,SERVEIS DE TELECOMUNICACIONS DEIXALLERIA,600.0,,600.0
18,1622,22203,COMUNICACIONS INFORMÀTIQUES DEIXALLERIA,1500.0,,1500.0
18,3230,21200,MANTENIMENT ESCOLES PÚBLIQUES,40000.0,,40000.0
18,3230,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,500.0,,500.0
18,3230,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,66000.0,,66000.0
18,3230,22102,SUB. GAS ESCOLES PÚBLIQUES,100000.0,,100000.0
18,3230,22104,VESTUARI CONSERGES ESCOLES PÚBLIQUES,0.0,,0.0
18,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,15000.0,,15000.0
18,3231,21500,MANTENIMENT MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,500.0,,500.0
18,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,27000.0,,27000.0
18,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,51000.0,,51000.0
18,3231,22199,ALTRES SUBMINISTRAMENTS,0.0,,0.0
18,3231,22706,ESTUDIS I TREBALLS TECNICS,1500.0,,1500.0
18,3261,21200,MANTENIMENT MÒDULS PROJECTE NOX,0.0,,0.0
18,3321,21200,MANTENIMENT BIBLIOTECA,4000.0,,4000.0
18,3321,21500,MANTENIMENT MOBILIARI I ESTRIS,500.0,,500.0
18,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,14000.0,,14000.0
18,9290,21200,MANTENIMENT LOCAL AREA ACCIÓ CIUTADANA I DRETS SOCIALS,5500.0,,5500.0
18,9290,22100,SUBM.ENERG.ELÈCTRICA LOCAL ACCIÓ CIUTADANA I DRETS SOCIALS,7500.0,,7500.0
18,9293,21000,INFRASTUCTURA I BENS NATURALS,0.0,,0.0
18,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",16000.0,,16000.0
18,9293,21500,"MANTENIMENT MOBILIARI I ESTRIS """"EL ROURE""""",500.0,,500.0
18,9293,22100,SUBMINISTRAMENT ENERGIA ELECTRICA EDIFICI EL ROURE,62000.0,,62000.0
18,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",1500.0,,1500.0
19,231,22608,ACTIVITATS SOLIDARITAT,7000.0,,7000.0
19,231,48900,SUBVENCIONS SOLIDARITAT,66000.0,,66000.0
20,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0
20,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,14993.0,,14993.0
20,430,12003,RETRIBUCIONS BASIQUES FUNCIONARIS SOUS GRUP C1,11483.0,,11483.0
20,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,29200.0,,29200.0
20,430,12006,TRIENNIS,13063.0,,13063.0
20,430,12100,COMPLEMENT DE DESTINACIÓ,30462.0,,30462.0
20,430,12101,COMPLEMENT ESPECIFIC,84397.0,,84397.0
20,430,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,139160.0,,139160.0
20,430,14300,Altre personal atípic,2624.0,,2624.0
20,430,15000,PRODUCTIVITAT,6000.0,,6000.0
20,430,15100,GRATIFICACIONS,2000.0,,2000.0
20,430,16000,SEGURETAT SOCIAL PERSONAL SERVEI A LES EMPRESES,90482.0,,90482.0
20,430,21300,MANTENIMENT INSTAL·LACIONS (WIFI I CENTRALETA),500.0,,500.0
20,430,21500,MANTENIMENT MOBILIARI I ESTRIS,1000.0,,1000.0
20,430,21600,REPARAC. MANTEN. EQUIPS INFOMÀTICS,0.0,,0.0
20,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,3000.0,,3000.0
20,430,22000,MATERIAL D'OFICINA,500.0,,500.0
20,430,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,1000.0,,1000.0
20,430,22105,PRODUCTES ALIMENTARIS,1500.0,,1500.0
20,430,22199,ALTRES SUBMINISTRAMENTS,2000.0,,2000.0
20,430,22200,SERVEIS DE TELECOMUNICACIONS,1800.0,,1800.0
20,430,22203,COMUNICACIONS INFORMATIQUES,3200.0,,3200.0
20,430,22602,PUBLICITAT I PROPAGANDA,3000.0,,3000.0
20,430,22606,DINAMITZACIÓ COMERCIAL,12000.0,,12000.0
20,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,12000.0,,12000.0
20,430,22701,SEGURETAT,5000.0,,5000.0
20,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,0.0,,0.0
20,430,22709,PROJECTEC AMERC,0.0,,0.0
20,430,46500,A COMARQUES,0.0,,0.0
20,430,47900,ALTRES SUBVENCIONS A EMPRESES PRIVADES,0.0,,0.0
20,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,2000.0,,2000.0
20,430,62501,MOBILIARI I ESTRIS PROMOCIÓ ECONÒMICA,2000.0,,2000.0
20,430,64800,ARRENDAMENT FINANCER ORDINADORS,3200.0,,3200.0
20,942,46100,"A DIPUTACIONS, CONSELLS O CABILDOS INSULARS",0.0,,0.0
20,942,46500,CONVENI COL.LABORACIO CONSELL COMARCAL V.OC.,5000.0,,5000.0
20,942,46600,A RIERA DE CALDES,7000.0,,7000.0
20,942,46700,A CONSORCIS,1000.0,,1000.0
20,4310,22602,CAMPANYES COMERÇ COVID-19,0.0,,0.0
21,337,13100,RETRIBUCIONS PERSONAL LABORAL TEMPORAL,29777.0,,29777.0
21,337,14300,ALTRE PERSONAL ATIPIC,1939.0,,1939.0
21,337,15000,PRODUCTIVITAT,1800.0,,1800.0
21,337,15100,GRATIFICACIONS,2000.0,,2000.0
21,337,16000,SEGURETAT SOCIAL PERSONAL GENT GRAN,20320.0,,20320.0
