#Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
120,9293,14300,Altre personal atípic,0,0,0,20456.82
120,9293,15000,PRODUCTIVITAT,1200,0,1200,958.36
120,9293,15100,Gratificacions,0,255,255,600
120,9293,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU DEL ROURE,13077,1631.26,14708.26,19466.93
120,9293,22200,SERVEIS DE TELECOMUNICACIONS,2500,0,2500,1702.37
120,9293,35800,INTERESSOS RENTING,172,0,172,135.84
120,9293,64800,QUOTES RENTING FOTOCOPIADORA,1060,0,1060,846.62
130,340,13000,Retribucions bàsiques.,0,4500,4500,4284.66
130,340,13002,Altres remuneracions.,0,8750,8750,8755.85
130,340,16000,SEGUROS SOCIALS ESPORTS,0,3780,3780,2826.87
130,341,22608,PROMOCIÓ ESPORTIVA,1000,0,1000,0
130,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,12000,0,12000,12626.96
130,341,48900,SUBVENCIONS ESPORTIVES,44000,8880,52880,40560
130,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,2000,0,2000,0
130,342,22106,SUBMINISTRAMENT PRODUCTES FARMACÈUTICS,180,0,180,0
130,342,22199,ALTRES SUBMINISTRAMENTS,3600,0,3600,757.39
130,342,22200,SERVEIS DE TELECOMUNICACIONS,1800,0,1800,1128.03
130,342,22707,ASSESSORAMENT I ACTIVITAT GESTIÓ ESPORTIVA,41700,8974.98,50674.98,16924.33
130,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,136000,234063.6,370063.6,326990.9
130,342,22710,GESTIÓ PISCINA DESCOBERTA,0,0,0,7085.36
130,342,62501,MOBILIARI I ESTRIS,4000,0,4000,3976.17
130,342,63200,EDIFICIS I ALTRES CONSTRUCCIONS,190000,60000,250000,84924.95
140,231,20800,LLOGUER ALTRE IMMOBILITZAT MATERIAL,0,0,0,302.5
140,231,22608,PROGRAMA DE LA DONA,2650,200,2850,510.05
140,231,22706,SERVEIS ATENCIÓ A LA DONA,9000,3310,12310,10340.82
140,231,48900,SUBVENCIONS A ENTITATS,2040,360,2400,1992
150,311,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13426,0,13426,13085.33
150,311,12006,TRIENNIS,2713,0,2713,2690.87
150,311,12100,COMPLEMENT DE DESTINACIÓ,7138,0,7138,7268.11
150,311,12101,COMPLEMENT ESPECÍFIC,10785,0,10785,10981.71
150,311,15000,PRODUCTIVITAT,600,0,600,600
150,311,15100,GRATIFICACIONS PERSONAL FUNCIONARI,1000,186.83,1186.83,1186.83
150,311,16000,SEGURETAT SOCIAL PERSONAL SANITAT,8898,202.54,9100.54,9136.52
150,311,21200,Reparac.mantenim. i conserv.edificis i altres construccions,0,0,0,2069.1
150,311,22199,ALTRES SUBMINISTRAMENTS,4000,-186.83,3813.17,1333.6
150,311,22608,PROGRAMES SALUT I CONSUM,2750,168.23,2918.23,1669.47
150,311,22709,ACTUACIONS SALUT I CONSUM,49258,490,49748,30689.32
150,311,48003,TRANSFERÈNCIES CORRENTS INSTUCIONS SENSE FINALITAT DE LUCRE,300,300,600,0
150,311,48200,CONVENI CREU ROJA,4000,0,4000,4000
150,311,62501,MOBILIARI I ESTRIS,100,0,100,0
160,231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,48080,0,48080,46619.87
160,231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,53877,0,53877,54965.38
160,231,15000,PRODUCTIVITAT,1800,0,1800,1500
160,231,16000,SEGURETAT SOCIAL PERSONAL SERVEIS SOCIALS,32333,0,32333,32522.24
160,231,21400,MANTENIMENT VEHICLES,500,0,500,748.66
160,231,22103,SUBMINISTRAMENT COMBUSTIBLE,300,0,300,290.02
160,231,22199,ALTRES SUBMINISTRAMENTS,500,0,500,0
160,231,22200,SERVEIS DE TELECOMUNICACIONS,500,0,500,0
160,231,22608,ALTRES DESPESES DIVERSES,116600,22127.78,138727.78,77553.27
160,231,22709,AULA DE TARDA,40000,0,40000,39898
160,231,48000,AJUTS SOCIALS,45000,0,45000,35346.6
160,231,48003,AJUTS INFÀNCIA,7000,1266,8266,9914.22
160,231,48004,AJUTS TRANSPORT ADAPTAT,4000,1257.57,5257.57,6679.31
160,231,48005,AJUTS ASSISTÈNCIA JURIDICA,2400,3040,5440,2455
160,231,48900,SUBVENCIONS SERVEIS SOCIALS,6000,1200.1,7200.1,3688.95
160,231,62501,MOBILIARI I ESTRIS,100,0,100,0
160,337,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,8810,0,8810,8967.5
160,337,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,11705,0,11705,11918.3
160,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,27557,-1400,26157,22268.27
160,337,15000,PRODUCTIVITAT,1200,-375,825,600
160,337,16000,SEGURETAT SOCIAL PERSONAL CASAL GENT GRAN,15357,-10436.25,4920.75,8430.83
160,337,22199,ALTRES SUBMINISTRAMENTS,0,1775,1775,110.05
160,337,22611,ACTIVITATS GENT GRAN,22598,-430,22168,22345.14
160,337,22706,DINAMITZACIÓ CASAL GENT GRAN,0,10436.25,10436.25,10088.38
160,337,62501,MOBILIARI I ESTRIS,0,7879.24,7879.24,7878.19
170,241,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,25383,0,25383,25148.13
170,241,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,33142,0,33142,33747.45
170,241,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,62116,0,62116,61371.44
170,241,14100,PERSONAL PLANS D'OCUPACIÓ,0,133034.14,133034.14,138340.77
170,241,15000,PRODUCTIVITAT,2400,300,2700,2400
170,241,15100,Gratificacions personal funcionari,0,0,0,300
170,241,16000,SEGURETAT SOCIAL PERSONAL OCUPACIÓ,38232,11557.45,49789.45,38613.7
170,241,16002,Seguretat Social altre personal Pla d'ocupació,0,69143.19,69143.19,49605.61
170,241,21500,MANTENIMENT MOBILIARI I ESTRIS,500,0,500,2545.12
170,241,22000,MATERIAL D'OFICINA,250,0,250,10.38
170,241,22199,ALTRES SUBMINISTRAMENTS,2000,0,2000,0
170,241,22200,SERVEIS DE TELECOMUNICAC IONS,1200,0,1200,722.37
170,241,22605,CURSOS FORMACIÓ,15000,29645.82,44645.82,24404.57
170,241,22606,FORMACIÓ OCUPACIONAL,0,89203.5,89203.5,61136.35
170,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,5000,0,5000,3652.99
170,241,35800,INTERESSOS RENTING,792,0,792,725.86
170,241,62501,MOBILIARI I ESTRIS,100,128.9,228.9,128.9
170,241,64800,QUOTES RENTING ORDINADORS,4066,0,4066,3140.21
170,942,46700,A CONSORCIS,0,0,0,0
180,164,21200,MANTENIMENT CEMENTIRI,6000,0,6000,0
180,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,195000,-14556.49,180443.51,148572.44
180,231,21200,MANTENIMENT DEPENDÈNCIES SERVEIS SOCIALS,2000,8.07,2008.07,329.63
180,231,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEP. SERVEIS SOCIALS,450,0,450,1919.29
180,330,21200,MANTENIMENT EQUIPAMENTS CULTURALS,0,1009.75,1009.75,0
180,333,21200,MANTENIMENT EQUIPAMENTS CULTURALS,7500,0,7500,909.9
180,333,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS CULTURALS,7000,0,7000,5092.66
180,333,22102,SUBMINISTRAMENT GAS EQUIPAMENTS CULTURALS,9000,0,9000,4300.02
180,337,21200,MANTENIMENT CASAL CULTURA I JOVENTUT,0,0,0,47.17
180,337,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA CASAL DE JOVES,6000,0,6000,4872.93
180,342,20500,LLOGUER MOBILIARI I ESTRIS,0,1016.4,1016.4,5132.82
180,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,45000,9350.35,54350.35,38846.71
180,342,21300,"MANTENIMENT MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",100,0,100,0
180,342,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIP. ESPORTIUS,24000,0,24000,19478.63
180,342,22102,SUBMINISTRAMENT GAS EQUIPAMENTS ESPORTIUS,12000,1425.11,13425.11,5074.31
180,342,22199,ALTRES SUBMINISTRAMENTS,300,0,300,343.4
180,430,21200,MANTENIMENT CAN GAVARRA,12000,2710.93,14710.93,13334.86
180,430,22100,SUBMINISTRAMENT ELÈCTRIC CAN GAVARRA,10500,1094.64,11594.64,10119.11
180,920,21200,MANTENIMENT EDIFICI AJUNTAMENT I ALTRES,33000,2754.08,35754.08,13875
180,920,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI AJUNTAMENT I ALTRE,20000,0,20000,17020.05
180,920,22199,ALTRES SUBMINISTRAMENTS,1500,971.93,2471.93,0
180,1530,21000,INFRASTRUCTURA I BÉNS NATURALS,0,20000,20000,16424.57
180,1530,21300,"REPARAC.MANTENIM. I CONSERV. MAQUINÀRIA, INSTAL. I UTILLATGE",0,0,0,0
180,1530,21500,MOBILIARI I ESTRIS,0,0,0,359.37
180,1530,22199,Altres subministraments.,0,0,0,6972.83
180,1530,63300,"MAQUINÀRIA, INSTAL·LACIONS I UTILLATGE",0,0,0,0
180,1532,21000,ACTUACIONS EN VIES PÚBLIQUES,110000,-54768.27,55231.73,25027.46
180,1532,21500,MOBILIARI I ESTRIS,10000,0,10000,1476.2
180,1532,22199,ALTRES SUBMINISTRAMENTS VIA PÚBLICA,0,0,0,1836.14
180,1622,21200,MANTENIMENT EDIFICIS SERV.MUNICIPALS DEIXALLERIA,0,0,0,0
180,1622,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,0,0,0,333.09
180,1622,22200,SERVEIS DE TELECOMUNICACIONS DEIXALLERIA,0,0,0,314.54
180,1624,21200,MANTENIMENT EDIFICIS SERV. MUNICIPALS DEIXALLERIA,1000,0,1000,0
180,1624,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,600,0,600,0
180,3230,21200,MANTENIMENT EQUIPAMENTS EDUCATIUS,0,56258.29,56258.29,35613.73
180,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,23500,0,23500,22745.6
180,3231,21500,MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,1000,3208.92,4208.92,3208.92
180,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,30000,0,30000,16398.24
180,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,30000,0,30000,13285.13
180,3232,21000,INFRASTRUCTURA I BÉNS NATURALS,0,0,0,9680
180,3232,21200,MANTENIMENT ESCOLES PÚBLIQUES,30000,0,30000,36351.7
180,3232,21500,MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,1000,1193,2193,1192.58
180,3232,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,50000,0,50000,45557.37
180,3232,22102,SUB. GAS ESCOLES PÚBLIQUES,35000,4156.94,39156.94,29496.58
180,3232,22104,VESTUARI,0,0,0,0
180,3321,21200,MANTENIMENT BIBLIOTECA,7500,0,7500,2065.18
180,3321,21500,Mobiliari i estris,0,1733.33,1733.33,1733.33
180,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,7000,0,7000,8135.58
180,9290,21200,MANTENIMENT LOCAL ATENCIÓ A LES PERSONES,6000,24.07,6024.07,2126.02
180,9290,22100,SUBMIN.ENERGIA ELÈCTRICA LOCAL ATENCIÓ A LES PERSONES,7200,0,7200,5867.92
180,9291,21000,MANTENIMENT HORTS MUNICIPALS,0,0,0,80
180,9292,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,65766,0,65766,66270.92
180,9292,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,125317,3803,129120,134726.98
180,9292,15000,PRODUCTIVITAT,3600,0,3600,3300
180,9292,15100,GRATIFICACIONS,7680,-3803,3877,1215.22
180,9292,16000,SEGURETAT SOCIAL PERSONAL BRIGADA,68186,3721.72,71907.72,65795.82
180,9292,20200,LLOGUER D'EDIFICIS I ALTRES CONSTRUCCIONS,22000,0,22000,19325.28
180,9292,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100,0,100,0
180,9292,20400,LLOGUER DE MATERIAL DE TRANSPORT,100,0,100,0
180,9292,21200,MANTENIMENT LOCAL BRIGADA,1500,33.06,1533.06,717.65
180,9292,21300,"MANTENIMENT MAQUINARIA, INST. I UTILLATGE",500,67.51,567.51,1187.34
180,9292,21400,MANTENIMENT VEHICLES,6000,18.42,6018.42,3140.1
180,9292,21500,MOBILIARI I ESTSRES,0,2307.95,2307.95,2068.37
180,9292,22100,SUBMINISTRE ELECTRIC MAGATZEM BRIGADA,4000,0,4000,3010.29
180,9292,22103,SUBMINISTRAMENT  COMBUSTIBLE,6500,0,6500,3835.19
180,9292,22104,SUBMINISTRAMENT  VESTUARI,4500,0,4500,3406.52
180,9292,22199,ALTRES SUBMINISTRAMENTS -MATERIAL BRIGADA-,80000,0,80000,88471.74
180,9292,22200,SERVEIS DE TELECOMUNICACIONS,2700,0,2700,843.13
180,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",15000,2313.74,17313.74,6289.65
180,9293,21500,"MOBILIARI I ESTRIS """"EL ROURE""""",500,0,500,0
180,9293,22100,"SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI """"EL ROURE""""",46000,-11000,35000,28683.59
180,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",500,0,500,186.15
190,231,22608,ACTIVITATS SOLIDARITAT,4145,0,4145,1304.06
190,231,48900,SUBVENCIONS SOLIDARITAT,55067,0,55067,51000
200,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13426,0,13426,13388.48
200,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8390,0,8390,8551.92
200,430,12006,TRIENNIS,3435,0,3435,3262.55
200,430,12100,COMPLEMENT DE DESTINACIÓ,11802,0,11802,11593.81
200,430,12101,COMPLEMENT ESPECIFIC,39119,0,39119,40059.25
200,430,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,11804,-4500,7304,7248.89
200,430,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,23324,-8300,15024,14987.95
200,430,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,32322,0,32322,23951.9
200,430,14300,Altre personal atípic,0,16683.97,16683.97,19392.09
200,430,15000,PRODUCTIVITAT,2400,0,2400,1842.74
200,430,16000,SEGURETAT SOCIAL PROMOCIÓ ECONÒMICA,40025,-4230,35795,37805.55
200,430,16002,Seguretat Social altre personal,0,7760.21,7760.21,3267.34
200,430,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,4500,145.2,4645.2,145.2
200,430,21500,MANTENIMENT MOBILIARI I ESTRIS,2000,0,2000,1506.51
200,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,0,0,0,4737.88
200,430,22000,MATERIAL D'OFICINA,2000,13.43,2013.43,540.31
200,430,22002,Material informàtic no inventariable.,0,0,0,396.53
200,430,22199,ALTRES SUBMINISTRAMENTS,3000,6.96,3006.96,695.69
200,430,22200,SERVEIS DE TELECOMUNICACIONS,6000,563.28,6563.28,6885.71
200,430,22602,PUBLICITAT I PROPAGANDA,2000,166.74,2166.74,1376.45
200,430,22606,DINAMITZACIÓ COMERCIAL,5000,641.19,5641.19,2898.35
200,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,0,37000,37000,25392.63
200,430,22706,"ESTUDIS, PLANS I PROJECTES TÈCNICS",3000,14053.58,17053.58,4658.96
200,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,6000,17274,23274,4235
200,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,3000,185,3185,1634.59
200,430,62501,MOBILIARI I ESTRIS,3000,2000,5000,3783.97
200,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,0,0,0,178.31
200,942,46600,A RIERA DE CALDES,3000,0,3000,0
200,942,46700,A CONSORCIS,2500,0,2500,3026.44
