#Data,Import,Orgánica,Área,Funcional,Económica,Nom terc.,Text lliure,Document
2016-03-15,1132.96,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/11/15 AL 04/01/16,750000080536 0261  P1M601N0066515
2016-03-15,33.06,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ROURE DEL 23/11/15 AL 26/01/16,175500337684 0050  P1M601N0221954
2016-03-15,602.24,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 28/01/16,358501421243 0232  P1M601N0167231
2016-03-15,993.77,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 27/11/15 AL 29/01/16,358501438595 0232  P1M601N0174166
2016-03-15,491.7,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 27/01/16,358501306684 0232  P1M601N0159584
2016-03-15,117.02,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 04/11/15 AL 07/01/16,750000080920 0261  P1M601N0069550
2016-03-15,632.59,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DE L'11/11/15 AL 14/01/16,358501310154 0173  P1M601N0083875
2016-03-15,1130.61,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 28/01/16,358502557549 0213  P1M601N0167243
2016-03-15,673.96,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/11/15 AL 04/01/16,358501517550 0154  P1M601N0066479
2016-03-15,1018.21,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAN GAVARRA DEL 31/12/15 AL 31/01/16,358501550339 0306  P1M601N0223795
2016-03-15,1332.06,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC AJUNTAMENT DEL 28/12/15 AL 27/01/16,750000079649 0525  P1M601N0156923
2016-03-15,343.57,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CASAL DE JOVES DEL 28/12/15 AL 27/01/16,750000079634 0491  P1M601N0156922
2016-03-15,616.11,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 29/12/15 AL 29/01/16,750000080411 0533  P1M601N0171609
2016-03-15,832.88,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAMP DE FUTBOL DEL 31/12/15 AL 31/01/16,710000027855 0637  P1M601N0215513
2016-03-15,885.54,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/11/15 AL 04/01/16,358501515952 0154  P1M601N0066478
2016-03-15,368.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 27/01/16,358501412055 0232  P1M601N0159587
2016-03-15,136.17,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC DEIXALLERIA DE L'11/11/15 AL 14/01/16,358501441705 0169  P1M601N0083878
2016-03-15,373.18,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 28/01/16,358501312761 0236  P1M601N0167228
2016-03-15,644.13,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 12/11/15 AL 14/01/16,358501419464 0154  P1M601N0083877
2016-03-15,2495.44,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ROURE DEL 31/12/15 AL 31/01/16,750000079581 0552  P1M601N0190775
2016-03-15,297.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 28/01/16,358501423065 0232  P1M601N0167232
2016-03-15,867.56,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/11/15 AL 04/01/16,750000080842 0261  P1M601N0066516
2016-03-15,347.19,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 26/11/15 AL 28/01/16,358501321341 0221  P1M601N0167229
2016-03-15,1249.54,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 28/12/15 AL 28/01/16,750000079385 0506  P1M601N0164611
2016-03-15,699.4,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC EBM BADABADOC DEL 28/12/15 AL 27/01/16,750000079955 0510  P1M601N0156925
2016-03-15,1369.87,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DE L'11/11/15 AL 14/01/16,750000080726 0413  P1M601N0083936
2016-03-15,531.35,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CENTRE CÍVIC DEL 28/12/15 AL 28/01/16,990000212707 0535  P1M601N0164702
2016-03-15,703.57,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM GINESTA DEL 04/12/15 AL 07/01/16,175500336551 0088  P1M601N0126161
2016-03-15,1804.62,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA PERE CALDERS DEL 31/12/15 AL 31/01/16,800000360172 0492  P1M601N0191073
2016-03-15,188.75,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES 5349 BN ANT: 47804 ACT: 54062 UBI: DPT. SERVEIS GENERALS (Srta. Bea) / 5349 CL ANT: 14479 ACT: 17440,16000664
2016-03-15,14.01,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES IMPRESSORA 2935 BN ANT: 25617 ACT: 26220 UBI: ALCALDIA / 2935 CO ANT: 12960 ACT: 12993 UBI: ALCALDIA,16000662
2016-03-15,83.6,12,Àrea d'atenció a les persones,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES IMPRESSORA AAPP ANT: 0 ACT: 2857,16000668
2016-03-15,28.47,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES FOTOCOPIADORA 4669 ANT: 44306 ACT: 46920 UBI: 1ª PLANTA SS.GG.,16000661
2016-03-15,236.53,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES 5348 BN ANT: 39467  ACT: 43293 UBI: DPT. TERRITORI 5348 CL ANT: 35202 ACT: 39515,16000665
2016-03-15,258.5,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES 4667 BN ANT: 83869 ACT: 90037 UBI: PLANTA BAIXA / 4667 CL ANT: 33400 ACT: 37896,16000666
2016-03-15,1.44,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES IMPRESSORA TERRITORI (ADM. TERRITORI)  6024 BN ANT: 0 ACT: 132,16000667
2016-03-15,17.27,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES FOTOCOPIADORA 4922 ANT: 31562 ACT: 33148 UBI: TERRITORI,16000659
2016-03-15,24.41,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES IMPRESSORA 4668 ANT: 46473 ACT: 48714 UBI: RECEPCIÓ,16000141
2016-03-15,700.0,08,Cultura,,,"ESCLUSA RECIO, SANDRA - FLECA PASTISSERIA SANDRA",ENTREPANS CARNAVAL 2016,150
2016-03-15,258.6,08,Cultura,,,"ESCLUSA RECIO, SANDRA - FLECA PASTISSERIA SANDRA",ENTREPANS CARNAVAL 2016,150
2016-03-15,278.5,13,Esports,,,"ESCLUSA RECIO, SANDRA - FLECA PASTISSERIA SANDRA",ENTREPANS I BOSSES DE PAPER CURSA POPULAR,152
2016-03-15,7028.88,06,Serveis municipals i via pública,,,"ETRA BONAL, S.A.",MANTENIMENT ENLLUMENAT GENER 2016,
2016-03-15,174.24,08,Cultura,,,"FERNANDEZ LOPEZ, MANUELA  ( IMAFER )",FOTOGRAFIES CARNAVAL 2016,67
2016-03-15,1978.35,13,Esports,,,"GUANTES BASPIN, S.L.",VESTUARI CURSA POPULAR 2016,0339016
2016-03-15,200.0,02,Serveis generals,,,"GÜELL ROVIRA, LARA",AJUT D'ESTUDI PER PRACTIQUES A LA POLICIA LOCAL POLINYA,
2016-03-15,3029.51,06,Serveis municipals i via pública,,,"IBBE ELECTRICIDAD,S.A.",LEGALITZACIÓ INSTAL. ELÈCTRICA POU CAN COLL,608160096
2016-03-15,1134.94,06,Serveis municipals i via pública,,,"IBBE ELECTRICIDAD,S.A.",LEGALITZACIÓ INSTAL. ELÈCTRICA POU CAN ROVIRA,608160097
2016-03-15,506.14,18,Serveis de manteniment d'edificis i inversions,,,"INTEROAD, S.L.",PINTURA ACRILICA NEGRA VIA PÚBLICA,A 2016/A/360077
2016-03-15,1610.44,18,Serveis de manteniment d'edificis i inversions,,,"JOMAG, SL",LLOGUER LOCAL MAGATZEM BRIGADA MARÇ 2016,0088
2016-03-15,29.91,19,Àmbit de solidaritat,,,"MARCTECNIC POLINYA, S. L.",ESTOIG LLAPISSOS AAPP,51722
2016-03-15,40.44,21,Gent gran,,,"MARCTECNIC POLINYA, S. L.",GRAPADORES I GRAPES - MIGUEL FERRE,51717
2016-03-15,555.43,02,Serveis generals,,,"MARCTECNIC POLINYA, S. L.",2 CADIRES AJUNTAMENT,51721
2016-03-15,277.71,02,Serveis generals,,,"MARCTECNIC POLINYA, S. L.",CADIRA PER SECRETARIA,52140
2016-03-15,275.0,20,Promoció econòmica,,,"MARCTECNIC POLINYA, S. L.",PAPER DIN-A4 CAN GAVARRA,51718
2016-03-15,617.95,18,Serveis de manteniment d'edificis i inversions,,,"MARCTECNIC POLINYA, S. L.",MAMPARES SEPARADORES AAPP,51719
2016-03-15,1068.8,17,Ocupació,,,"MARGARETON, SL",ECONOMIA DE LA EMPRESA no lectivas / ECONOMIA DE LA EMPRESA / MATEMATICAS no lectivas / MATEMATICAS / SOCIOLOGIA no lect,1655
2016-03-15,338.8,18,Serveis de manteniment d'edificis i inversions,,,"METREVER SERVEIS I MANTENIMENT, S.L.",SUBSTITUCIÓ LÀMPADA FOCUS TORRETA,0169-16
2016-03-15,622.05,18,Serveis de manteniment d'edificis i inversions,,,"NEUMATICOS POLINYA, S.L.",MANTENIMENT VEHICLE BRIGADA,A 16000054
2016-03-15,474.45,18,Serveis de manteniment d'edificis i inversions,,,"NEUMATICOS POLINYA, S.L.",MANTENIMENT VEHICLE BRIGADA,A 16000053
2016-03-15,715.29,18,Serveis de manteniment d'edificis i inversions,,,"NEUMATICOS POLINYA, S.L.",MANTENIMENT VEHICLE BRIGADA,A 16000052
2016-03-15,148.5,01,Presidència-Òrgans de govern,,,"PRIETO ALDANA, CARMEN - LA FLORISTERIA DE CARMEN",CENTRE MORTUORI DEFUNCIÓ,07/16
2016-03-15,592.9,18,Serveis de manteniment d'edificis i inversions,,,"PROSEÑAL, S.L.",STOCK MATERIAL SENYALITZACIÓ VIÀRIA,2016 EMITIDAS 78
2016-03-15,73.57,18,Serveis de manteniment d'edificis i inversions,,,"SEREMEX - Manteniments i instal. contra incendis SICI 2012, S.L.",REVISIÓ SISTEMA DETECCIÓ INCENDIS ESCOLA ROSER CAPDEVILA 2015,54183
2016-03-15,109.08,18,Serveis de manteniment d'edificis i inversions,,,"SEREMEX - Manteniments i instal. contra incendis SICI 2012, S.L.",REVISIÓ SISTEMA DETECCIÓ INCENDIS ESCOLA ROSER CAPDEVILA 2015,54182
2016-03-15,680.12,18,Serveis de manteniment d'edificis i inversions,,,"SERVEIS VIALS DEL VALLÈS, S.L.U.","AD 54/2016  20 Fitons de polietilè flexible, model H-75 (745x200 mm.) reflectant nivell-2 H.I. per la Ctra. Sentmenat",2016//160227
2016-03-15,60.35,18,Serveis de manteniment d'edificis i inversions,,,"SERVICIOS SEMAT, S.A.","Neteja excrements d'ovella a la vorera, aparcaments i terreny petit de terra adjacent a Can Gavarra",D 00006
2016-03-15,292.84,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.","Retirada del magatzem del Museu: voluminosos i uns altres, trasllat, classificació i descarregar en la deixalleria",D 00007
2016-03-15,49.41,15,Salut i consum ,,,"SERVICIOS SEMAT, S.A.",Buidat del contenidor del Parc de la Pineda el 27/01/16,D 00005
2016-03-15,150.19,02,Serveis generals,,,"SERVI-TRANS POLINYA, S.L.",SERVEI MISSATGERIA GENER 2016,A00041188
2016-03-15,1633.5,08,Cultura,,,"SO I LLUM JOAN CARLES, SLU",LLOGUER EQUIP DE SO ACTE CARNESTOLTES,Emit- 643
2016-03-15,344.76,02,Serveis generals,,,"SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS,S.A.",SERVEI CORREUS GENER 2016,4001719486
2016-03-15,3.63,11,Educació,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Contracte M2M ESCOLA BRESSOL BADABADOC GENER 2016,28-B6M0-776520
2016-03-15,810.67,16,Serveis socials,,,"TELEVIDA SERVICIO SOCIOSANITARIO, S.L.",SERVEI TELEASSISTÈNCIA DOMICILIÀRIA GENER 2016,FC-018796
2016-03-15,338.8,18,Serveis de manteniment d'edificis i inversions,,,"TOLDOS BARBERA, S.L.",CANVI LONA TENDAL ESCOLA ROSER CAPDEVILA,A000038
2016-03-15,504.0,17,Ocupació,,,TRILLO GALLARDO TERESA (AULA OFIMATICA),CURS CREACIÓ BLOG,A183/2015
2016-03-15,1901.58,18,Serveis de manteniment d'edificis i inversions,,,"URBE SBD,SL",REF.: Pressupost 003499   Obra: Escola Bressol Bada Badoc zona: Polinyà  ESCOLA BRESSOL BADA BADOC,1 103330
2016-03-15,353.43,06,Serveis municipals i via pública,,,"VERDMON GESTIÓ AMBIENTAL, S.L.",UT.RECOLLIDA DE RESIDUS AMB CONTINGUT D'AMIANT / KG. TRANSPORT I GESTIO DE RESIDUS EN ABOCADOR AUTORITZAT,1 006454
2016-03-15,2323.2,02,Serveis generals,,,"DURAN-SINDREU ASES. EGAL Y TRIBUT, S.C.P.",Honoraris professionals pel nostre assessorament jurídic en matèria fiscal i tributària,FACT2-12 2/160006
2016-03-30,1410.65,10,Joventut,,,7 D'AVENTURA S.L.,SERVEI INFORMACIÓ JUVENIL FEBRER 2016,2016/E5
2016-03-30,1150.0,02,Serveis generals,,,AFIS - Corredoria d'assegurances,Contracte serveis assessorament i mediació assegurances ( Periode 3º trimestre (05/12/2015 al 05/03/2016),160204
2016-03-30,1150.0,02,Serveis generals,,,AFIS - Corredoria d'assegurances,Contracte serveis assessorament i mediació assegurances ( Periode 4º Trimestre (05/03/2016 al 05/06/2016),160205
2016-03-30,1150.0,02,Serveis generals,,,AFIS - Corredoria d'assegurances,Contracte serveis assessorament i mediació assegurances ( Periode 2º trimestre (05/09/2015 al 05/12/2015),160203
2016-03-30,2184.05,02,Serveis generals,,,AFIS - Corredoria d'assegurances,ASSEGURANÇA ACCIDENTS COL·LECTIUS DE L'l 01/03/2016 A L' 01/03/2017,160218
2016-03-30,544.05,16,Serveis socials,,,"ARES ESPAI DE CUINA I MENJADOR, S.L.",AJUTS DINARS ALUMNES ESCOLA PERE CALDERS,MJ150A003277
2016-03-30,1494.0,02,Serveis generals,,,ASSOCIACIO CATALANA DE MUNICIPIS I COMARQUES,S1 - Quota 2016,Q 165
2016-03-30,60.5,18,Serveis de manteniment d'edificis i inversions,,,BALDOMERO BARROSO FENÁNDEZ (ROSBAL),REPARACIÓ PORTA ENTRADA EBM GINESTA,2016020
2016-03-30,130.0,08,Cultura,,,"BALLESTEROS, ANA ISABEL (TACTILICUÄ, gabinet enginyós)","SESSÓ CONTES """"PRINCESES BLAVES"""" A LA BIBLIOTECA 15/01/16",31
2016-03-30,43.78,03,Seguretat ciutadana,,,"BASSO,S.A.",CÒPIES FOTOCOPIADORA POLICIA DEL 23/09/15 AL 31/12/15,
2016-03-30,109.33,20,Promoció econòmica,,,"BASSO,S.A.",CÒPIES IMPRESSORA LÀSER COLOR OKI CAN GAVARRA DEL 27/01/16 AL 24/02/16,2016-160953
2016-03-30,192.39,18,Serveis de manteniment d'edificis i inversions,,,"BENITO URBAN, S.L.U.",Barrera TRES SECUR 1500 gris 2900 sablé / Transporte,0210443346
2016-03-30,0.48,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA","MATERIAL Brigada de obra, albarán:160008",160016
2016-03-30,36.0,03,Seguretat ciutadana,,,"CANALS BOLAÑOS, ALICIA","Policia Local, Albaran: 160003",160011
2016-03-30,42.01,15,Salut i consum ,,,"CANALS BOLAÑOS, ALICIA","Salut publica, albarán: 160117",160010
2016-03-30,171.43,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT Escola de Polinyà,160013
2016-03-30,161.62,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT ESCOLA ROSER CAPDEVILA,160009
2016-03-30,19.46,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA","MATERIAL MANTENIMENT Bresol Ginesta, albaran: 160135 / Bresol Ginesta, albaran: 160144 / Bresol Ginesta, albaran: 160145",160015
2016-03-30,68.04,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA","MATERIAL MANTENIMENT Campo de futbol, albarán: 160026 / Campo de futbol, albarán: 160059",160012
2016-03-30,605.0,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP","Reportatge fotogràfic """"Rutes a peu per Polinyà""""",08/16
2016-03-30,1258.4,02,Serveis generals,,,"CARLOS CASTILLA INGENIEROS, S.A.",50% SERVICIOS CRETA EPSILON,N 000516
2016-03-30,131.66,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",8enaQUOTA MENSUAL GENER MANTENIMENT CLIMA,2 260031
2016-03-30,24.09,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",8enaQUOTA MENSUAL GENER MANTENIMENT CLIMA,2 260031
2016-03-30,239.01,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",8enaQUOTA MENSUAL GENER MANTENIMENT CLIMA,2 260031
2016-03-30,69.64,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",8enaQUOTA MENSUAL GENER MANTENIMENT CLIMA,2 260031
2016-03-30,295.29,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",CORRECTIU CLIMA EBM GINESTA (2015),160164
2016-03-30,901.6,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",CORRECTIUS CLIMA CAMP DE FUTBOL (2015),160161
2016-03-30,1262.22,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",CORRECTIU CLIMA LOCAL AAPP (2015),160166
2016-03-30,1143.91,08,Cultura,,,CENTRO ESPAÑOL DE DERECHOS REPROGRÁFICOS (CEDRO),,
2016-03-30,3787.69,06,Serveis municipals i via pública,,,"CESPA GESTIÓN DE RESIDUOS, S.A.",TRACTAMENT FORM DE L' 01/01/2016 a 31/01/2016,16J9PZ000031
2016-03-30,5649.68,06,Serveis municipals i via pública,,,"CLECE, SA",NETEJA ESCOLA ROSER CAPDEVILA FEBRER 2016,602160000416FAC
2016-03-30,2982.09,06,Serveis municipals i via pública,,,"CLECE, SA",NETEJA EBM BADABADOC FEBRER 2016,602160000616FAC
2016-03-30,7373.89,06,Serveis municipals i via pública,,,"CLECE, SA",NETEJA ESCOLA PERE CALDERS FEBRER 2016,602160000516FAC
2016-03-30,47.94,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT BIBLIOTECA,604000254
2016-03-30,294.16,18,Serveis de manteniment d'edificis i inversions,,,"COMERCIAL LIDER, S.A.",MATERIAL MANTENIMENT CENTRE CÍVIC,604000253
2016-03-30,252.29,15,Salut i consum ,,,"CREALFA,S.L.",Rect. Emit- 16004388 / MOTXILES,Rect- 1
2016-03-30,595.32,11,Educació,,,"CREALFA,S.L.",SET ESCRIPTURA IMPRES / LLENTERNA AMB IMPRESIO USB DE 8 GB AMB IMPRESSIO - OBSEQUIS ACTIVITATS EDUCATIVES,Emit- 16004413
2016-03-30,34.9,20,Promoció econòmica,,,"D.O.I. SERVICIOS EMPRESARIALES, SL",CAMPANYA REDES SOCIALES CAN GAVARRA,A/2016-201800
2016-03-30,36.47,02,Serveis generals,,,"DIMO EXPRES, S.L. - UNIPOST, SERVICIO POSTAL GLOBAL",SERVEI ENVIAMENT CARTES FEBRER 2016,20.160.067
2016-03-30,150.0,02,Serveis generals,,,DIPUTACIO DE BARCELONA,TAXA PUBLICACIÓ APROVACIÓ INICIAL PRESSUPOST ANY 2016,201602000953L
2016-03-30,80.0,02,Serveis generals,,,DIPUTACIO DE BARCELONA,TAXA PUBLICACIÓ SOL·LICITUD LLICÈNCIA ACTIVITAT DE FABRICACIÓ DE PRODUCTES DE FIXACIÓ PER A CANONADES,201602001022L
2016-03-30,274.22,03,Seguretat ciutadana,,,"DISA PENINSULA, S.L.U.",COMBUSTIBLE VEHICLES POLICIALS FEBRER 2016,001261813
2016-03-30,211.75,03,Seguretat ciutadana,,,"DRAGCLIC, S.L.",Programa informàtic de gestió policial DRAG MARÇ 2016,139
2016-03-30,176.39,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",TREBALLS OFICIAL 1a PER LA PÈRDUA D'AIGUA A LA FONT DE L' ESCOLA ROSER CAPDEVILA,RP-10
2016-03-30,189.75,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,65.2,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,148.83,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,148.83,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,227.07,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,8.99,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,14.84,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,95.76,06,Serveis municipals i via pública,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA FEBRER 2016,MT-22
2016-03-30,297.5,18,Serveis de manteniment d'edificis i inversions,,,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMA CAN GAVARRA FEBRER 2016,MT-21
2016-03-30,63.25,06,Serveis municipals i via pública,,,"ECO-EQUIP, S.A.",TRANSFERÈNCIA ENVASOS FEBRER 2016,2.016/TN/661
2016-03-30,1331.0,05,Obres,,,"ECOESTUDIS Enginyeria del Vallès, S.L.",TOPOGRÀFICS PLAÇA VALLÈS I PASSEIG SANLLEHY (AD 12632/12633),
2016-03-30,49.5,06,Serveis municipals i via pública,,,ECOLOGICA IBER. Y MEDITERRANEA S.A.,RECOLLIDA CONTENIDORS BIOSANITARIS,4009047594
2016-03-30,84.0,16,Serveis socials,,,EL GRUP DE POLINYA,ESPLAI I DIARI I SUPORT FAMÍLIES INFANTS FEBRER 2016,04/16
2016-03-30,84.0,16,Serveis socials,,,EL GRUP DE POLINYA,ESPLAI DIARI I SUPORT A FAMÍLIES GENER 2016,02/16
2016-03-30,3989.8,16,Serveis socials,,,EL GRUP DE POLINYA,DINAMITZACIÓ AULA DE TARDA FEBRER 2016,03/16
2016-03-30,481.74,17,Ocupació,,,"EQUIPS D'OFICINA SALVANS, S.L.","5350 BN ANT: 114226 ACT: 126927 UBI: Formació d'Adults """"El Roure"""" (Srta. Yolanda) / 5350 CL ANT: 48944 ACT: 56992",16000663
2016-03-30,67.03,03,Seguretat ciutadana,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES FOTOCOPIADORA 4826 ANT: 60882 ACT: 67037 UBI: POLICIA LOCAL,16000660
2016-03-30,81.82,06,Serveis municipals i via pública,,,"FOMENT DEL RECICLATGE, S.A.",LLOGUER CÀRREGA FRONTAL CONTENIDOR CEMENTIRI GENER 2016,FR/16-439294
2016-03-30,91.96,13,Esports,,,"FRUITÓS PIQUÉ, GEMMA - GIM GEMMA",TALLER MOVILITAT FUNCIONAL GENT GRAN FEBRER 2016,29
2016-03-30,390.83,21,Gent gran,,,"FRUITÓS PIQUÉ, GEMMA - GIM GEMMA",ACONDICIONAMENT FÍSIC GENT GRAN FEBRER 2016,28
2016-03-30,249.6,08,Cultura,,,"GIRAVENT PALLEROLA, SONIA",CURS PINTURA FEBRER 2016,2/2016
2016-03-30,720.15,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"GRAFIQUES MOGENT, SL",IMPRESSIÓ AGENDA FEBRER 2016,2011427
2016-03-30,411.4,02,Serveis generals,,,"GRAFIQUES MOGENT, SL",2.000 Carpetes EXPEDIENT / Mida 315x440 mm / Impressió 1 tinta / Paper ready 240gr / Fendits,2011428
2016-03-30,720.12,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"GRAFIQUES MOGENT, SL",IMPRESSIÓ AGENDA MARÇ 2016,2011469
2016-03-30,100.0,02,Serveis generals,,,"GÜELL ROVIRA, LARA",PRACTIQUES AMB LA POLICIA LOCAL POLINYA,
2016-03-30,282.83,06,Serveis municipals i via pública,,,"IBBE ELECTRICIDAD,S.A.",CANVIAR DETECTOR SOBRETENSIÓ QUADRE POU CAN ROVIRA,608160098
2016-03-30,2810.0,14,Dona i igualtat,,,IL·LUSTRE COL·LEGI D'ADVOCATS DE SABADELL,ASSESSORAMENT JURIDIC DONES PROGRAMA IGUALTAT 2015,
2016-03-30,1438.03,06,Serveis municipals i via pública,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",Servei de conducció i manteniment del recinte del camp de fútbol municipal durant el mes de Gener,033-16
2016-03-30,794.93,13,Esports,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",Servei de conducció i manteniment del recinte del camp de fútbol municipal durant el mes de Gener,033-16
