#Org.,Fun.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes
12,9293,15100,Gratificacions personall,,,,
12,9293,16000,SEGURETAT SOCIAL PERSONAL ADMINISTRATIU DEL ROURE,19100.0,,19100.0,4739.93
12,9293,22200,SERVEIS DE TELECOMUNICACIONS,2500.0,113.68,2613.68,648.7
12,9293,35800,INTERESSOS RENTING,172.0,,172.0,
12,9293,64800,QUOTES RENTING FOTOCOPIADORA,1100.0,,1100.0,
13,340,13000,RETRIBUCIONS  BÀSIQUES PERSONAL LABORAL FIX,12306.0,,12306.0,2909.0
13,340,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,24314.0,,24314.0,5880.93
13,340,15000,PRODUCTIVITAT,600.0,,600.0,
13,340,15100,Gratificacions personal,,,,
13,340,16000,SEGURETAT SOCIAL  ESPORTS,11307.0,,11307.0,2826.87
13,341,22608,PROMOCIÓ ESPORTIVA,1000.0,,1000.0,
13,341,22609,ACTIVITATS DINAMITZACIÓ ESPORTIVA,16100.0,68.97,16168.97,7058.07
13,341,48900,SUBVENCIONS ESPORTIVES,44000.0,,44000.0,
13,342,20800,LLOGUER D'ALTRE IMMOBILITZAT MATERIAL,,,,
13,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,2000.0,,2000.0,
13,342,22106,SUBMINISTRAMENT PRODUCTES FARMACÈUTICS,180.0,,180.0,
13,342,22199,ALTRES SUBMINISTRAMENTS,3600.0,156.5,3756.5,242.89
13,342,22200,SERVEIS DE TELECOMUNICACIONS,1800.0,412.96,2212.96,691.37
13,342,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,,1009.95,1009.95,1804.88
13,342,22709,COMPENSACIÓ EQUILIBRI FINANCER COMPLEX ESPORTIU,136000.0,63762.22,199762.22,63762.22
13,342,22710,GESTIÓ PISCINA DESCOBERTA,4000.0,,4000.0,
13,342,62501,MOBILIARI I ESTRIS,1000.0,,1000.0,
13,342,63200,EDIFICIS I ALTRES CONSTRUCCIONS -ESPORTS-,80000.0,151513.0,231513.0,
14,231,22608,PROGRAMA DE LA DONA,3650.0,57.86,3707.86,362.78
14,231,22706,SERVEIS ATENCIÓ A LA DONA,9000.0,2810.0,11810.0,3268.33
14,231,48900,SUBVENCIONS A ENTITATS,2040.0,,2040.0,
15,311,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13996.0,,13996.0,3255.4
15,311,12006,TRIENNIS,2829.0,,2829.0,656.98
15,311,12100,COMPLEMENT DE DESTINACIÓ,7441.0,,7441.0,1799.74
15,311,12101,COMPLEMENT ESPECÍFIC,11243.0,,11243.0,2719.32
15,311,15000,PRODUCTIVITAT,600.0,,600.0,
15,311,16000,SEGURETAT SOCIAL PERSONAL SANITAT,8898.0,,8898.0,2224.38
15,311,21200,REPARAC.MANTENIM.I CONSRV.EDIFICIS I ALTRES CONSTRUCCIONS,,,,
15,311,22199,ALTRES SUBMINISTRAMENTS,4000.0,,4000.0,386.82
15,311,22608,PROGRAMES SALUT I CONSUM,4250.0,,4250.0,
15,311,22709,ACTUACIONS SALUT I CONSUM,49258.0,1089.0,50347.0,2245.01
15,311,48003,TRANSFERÈNCIES CORRENTS INSTITCIONS SENSE FINALITAT DE LUCRE,300.0,,300.0,
15,311,48200,CONVENI CREU ROJA,4000.0,,4000.0,
15,311,62501,MOBILIARI I ESTRIS,100.0,,100.0,
16,231,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,50629.0,,50629.0,11620.51
16,231,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,56165.0,,56165.0,13647.33
16,231,15000,PRODUCTIVITAT,1800.0,,1800.0,
16,231,15100,GRATIFICACIONS,1000.0,,1000.0,1000.0
16,231,16000,SEGURETAT SOCIAL PERSONAL SERVEIS SOCIALS,32557.0,,32557.0,8383.18
16,231,21400,MANTENIMENT VEHICLES,1000.0,,1000.0,
16,231,22103,SUBMINISTRAMENT COMBUSTIBLE,300.0,,300.0,67.01
16,231,22199,ALTRES SUBMINISTRAMENTS,500.0,,500.0,
16,231,22200,SERVEIS DE TELECOMUNICACIONS,500.0,,500.0,
16,231,22709,AULA DE TARDA,40000.0,,40000.0,7979.6
16,231,22710,PROJECTE EDUCATIU AL CARRER,35000.0,,35000.0,
16,231,46500,TRANSFERENCIES A COMARQUES (AT.DOMICILIÀRIA I EAIA),145000.0,17775.24,162775.24,19472.0
16,231,48000,AJUTS SOCIALS,65000.0,1589.75,66589.75,9432.14
16,231,48003,AJUTS INFÀNCIA,50000.0,2281.02,52281.02,5036.97
16,231,48004,AJUTS TRANSPORT ADAPTAT,6000.0,,6000.0,
16,231,48005,AJUTS ASSISTÈNCIA JURIDICA,2400.0,1385.0,3785.0,
16,231,48900,SUBVENCIONS SERVEIS SOCIALS,6000.0,,6000.0,
16,231,48901,ALTRES SUBVENCIONS,500.0,,500.0,
16,231,62501,MOBILIARI I ESTRIS,100.0,,100.0,
17,241,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,26722.0,,26722.0,6221.7
17,241,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,37945.0,,37945.0,8819.41
17,241,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,65262.0,,65262.0,15067.18
17,241,14100,PERSONAL PLANS D'OCUPACIÓ,,,,
17,241,15000,PRODUCTIVITAT,2400.0,,2400.0,
17,241,16000,SEGURETAT SOCIAL PERSONAL OCUPACIÓ,39020.0,,39020.0,11911.77
17,241,16002,SEGURETAT SOCIAL ALTRES PERSONAL PLA D'OCUPACIÓ,,,,
17,241,21500,MANTENIMENT MOBILIARI I ESTRIS,1500.0,13.13,1513.13,494.87
17,241,22000,MATERIAL D'OFICINA,500.0,,500.0,
17,241,22199,ALTRES SUBMINISTRAMENTS,1000.0,,1000.0,
17,241,22200,SERVEIS DE TELECOMUNICACIONS,1200.0,,1200.0,214.17
17,241,22602,PUBLICITAT I PROPAGANDA,1500.0,,1500.0,
17,241,22605,CURSOS FORMACIÓ,20000.0,2520.0,22520.0,584.0
17,241,22606,"REUNIONS, CONFERÈNCIES I CURSOS",,,,
17,241,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,5000.0,2157.46,7157.46,1661.0
17,241,35800,INTERESSOS RENTING,820.0,,820.0,
17,241,47000,SUBVENCIÓ PER A FOMENT DE L'OCUPACIÓ,10000.0,,10000.0,
17,241,62501,MOBILIARI I ESTRIS,1000.0,,1000.0,
17,241,64800,QUOTES RENTING ORDINADORS,4200.0,,4200.0,
17,242,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,31036.0,,31036.0,6182.67
17,242,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,30069.0,,30069.0,6379.62
17,242,15000,PRODUCTIVITAT,1200.0,,1200.0,
17,242,16000,SEGURETAT SOCIAL PERSONAL FORMACIÓ BÀSICA,18601.0,,18601.0,3819.31
17,242,22707,FORMACIÓ,2000.0,13110.6,15110.6,6068.05
18,164,21200,MANTENIMENT CEMENTIRI,2000.0,,2000.0,
18,165,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA ENLLUMENAT PÚBLIC,155000.0,19263.52,174263.52,32503.12
18,171,21000,MANTENIMENT PARCS INFANTILS,15000.0,,15000.0,
18,171,21500,MANTENIMENT JOCS INFANTILS,10000.0,,10000.0,
18,231,21200,MANTENIMENT DEPENDÈNCIES SERVEIS SOCIALS,500.0,,500.0,80.0
18,231,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA DEP. SERVEIS SOCIALS,3000.0,,3000.0,
18,333,21200,MANTENIMENT EQUIPAMENTS CULTURALS,4000.0,72.6,4072.6,72.6
18,333,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIPAMENTS CULTURALS,3500.0,297.18,3797.18,828.53
18,333,22102,SUBMINISTRAMENT GAS EQUIPAMENTS CULTURALS,9000.0,542.6,9542.6,1951.52
18,337,21200,MANTENIMENT CASAL CULTURA I JOVENTUT,3000.0,,3000.0,
18,337,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA CASAL DE JOVES,5500.0,840.01,6340.01,1183.58
18,342,20500,LLOGUER MOBILIARI I ESTRIS,100.0,,100.0,
18,342,21200,MANTENIMENT EQUIPAMENTS ESPORTIUS,35000.0,1097.98,36097.98,2718.68
18,342,21300,"MANTENIMENT MAQUINÀRIA, INSTAL.LACIONS I UTILLATGE",100.0,,100.0,
18,342,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EQUIP. ESPORTIUS,25000.0,1338.86,26338.86,2697.67
18,342,22102,SUBMINISTRAMENT GAS EQUIPAMENTS ESPORTIUS,15000.0,1990.07,16990.07,1990.07
18,342,22199,ALTRES SUBMINISTRAMENTS,300.0,,300.0,
18,430,21200,MANTENIMENT CAN GAVARRA,18000.0,,18000.0,1858.18
18,430,22100,SUBMINISTRAMENT ELÈCTRIC CAN GAVARRA,16000.0,1087.45,17087.45,1916.93
18,451,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,69221.0,,69221.0,16333.75
18,451,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,143096.0,,143096.0,33467.01
18,451,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,24331.0,,24331.0,1403.2
18,451,15000,PRODUCTIVITAT,4200.0,,4200.0,
18,451,15100,GRATIFICACIONS,5000.0,,5000.0,
18,451,16000,SEGURETAT SOCIAL PERSONAL BRIGADA,83579.0,,83579.0,15872.77
18,451,20200,LLOGUER D'EDIFICIS I ALTRES CONSTRUCCIONS,22000.0,,22000.0,4831.32
18,451,20300,LLOGUER DE MAQUINARIA INSTAL.LACIONS I UTILLATGE,100.0,,100.0,
18,451,20400,LLOGUER DE MATERIAL DE TRANSPORT,100.0,,100.0,
18,451,21200,MANTENIMENT LOCAL BRIGADA,2500.0,,2500.0,
18,451,21300,"MANTENIMENT MAQUINARIA,  INST. I UTILLATGE",1000.0,223.0,1223.0,223.0
18,451,21400,MANTENIMENT VEHICLES,4000.0,18.15,4018.15,2087.07
18,451,21500,MOBILIARI I ESTRIS,,239.0,239.0,239.0
18,451,22100,SUBMINISTRE ELECTRIC MAGATZEM BRIGADA,3500.0,343.18,3843.18,649.35
18,451,22103,SUBMINISTRAMENT COMBUSTIBLE,5000.0,209.02,5209.02,386.58
18,451,22104,SUBMINISTRAMENT VESTUARI,4500.0,,4500.0,
18,451,22199,ALTRES SUBMINISTRAMENTS -MATERIAL BRIGADA-,80000.0,1194.17,81194.17,6724.89
18,451,22200,SERVEIS DE TELECOMUNICACIONS,1000.0,75.63,1075.63,203.12
18,459,21000,MANTENIMENT HORTS MUNICIPALS,5000.0,,5000.0,
18,920,21200,MANTENIMENT EDIFICI AJUNTAMENT I ALTRES,29000.0,8488.46,37488.46,2136.52
18,920,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI AJUNTAMENT I ALTRE,23000.0,1639.42,24639.42,2971.48
18,920,22199,ALTRES SUBMINISTRAMENTS,2500.0,,2500.0,
18,1530,21000,ACTUACIONS EN VIES PÚBLIQUES,10000.0,4284.61,14284.61,4284.61
18,1530,21500,MOBILIARI I ESTRIS,5000.0,,5000.0,
18,1530,22199,ALTRES SUBMINISTRAMENTS,20000.0,,20000.0,1237.93
18,1532,21000,PAVIMENTACIÓ DE VIES PÚBLIQUES,60000.0,290.4,60290.4,240.0
18,1622,21200,MANTENIMENT EDIFICIS SERV.MUNICIPALS DEIXALLERIA,1500.0,5603.03,7103.03,5603.03
18,1622,22100,SUMINISTRAMENT ENERGIA ELÈCTRICA DEIXALLERIA,1000.0,136.17,1136.17,136.17
18,1622,22200,SERVEIS DE TELECOMUNICACIONS DEIXALLERIA,200.0,,200.0,84.06
18,3230,21200,MANTENIMENT ESCOLES PÚBLIQUES,30000.0,20044.53,50044.53,4665.51
18,3230,21500,MOBILIARI I ESTRIS ESCOLES PÚBLIQUES,500.0,,500.0,
18,3230,22100,SUB. ENERGIA ELÈCTRICA ESCOLES PÚBLIQUES,55000.0,4144.81,59144.81,8438.56
18,3230,22102,SUB. GAS ESCOLES PÚBLIQUES,39000.0,6812.34,45812.34,6812.34
18,3230,22104,VESTUARI,,1235.81,1235.81,1235.81
18,3231,21200,MANTENIMENT ESCOLES BRESSOL MUNICIPALS,36500.0,2157.95,38657.95,2729.45
18,3231,21500,MOBILIARI I ESTRIS ESCOLES BRESSOL MUNICIPALS,1000.0,196.75,1196.75,
18,3231,22100,SUB. ENERGIA ELÈCTRICA ESCOLES BRESSOL MUNICIPALS,20000.0,2883.54,22883.54,4113.61
18,3231,22102,SUB. GAS ESCOLES BRESSOL MUNICIPALS,30000.0,2364.63,32364.63,3899.32
18,3321,21200,MANTENIMENT BIBLIOTECA,4000.0,,4000.0,
18,3321,21500,MOBILIARI I ESTRIS,500.0,,500.0,
18,3321,22100,SUBMINISTRAMENT ENERGIA ELÈCTRICA BIBLIOTECA,10000.0,723.11,10723.11,1330.17
18,9290,21200,MANTENIMENT LOCAL ATENCIÓ A LES PERSONES,6000.0,3533.68,9533.68,4288.21
18,9290,22100,SUBMIN.ENERGIA ELÈCTRICA LOCAL ATENCIÓ A LES PERSONES,4100.0,1157.86,5257.86,1526.98
18,9293,21200,"MANTENIMENT EDIFICI """"EL ROURE""""",15000.0,,15000.0,
18,9293,21500,"MOBILIARI I ESTRIS """"EL ROURE""""",500.0,,500.0,
18,9293,22100,"SUBMINISTRAMENT ENERGIA ELÈCTRICA EDIFICI """"EL ROURE""""",40000.0,2539.74,42539.74,5035.18
18,9293,22102,"SUBMINISTRAMENT GAS """"EL ROURE""""",500.0,35.83,535.83,68.89
19,231,22608,ACTIVITATS SOLIDARITAT,4261.0,,4261.0,29.91
19,231,48900,SUBVENCIONS SOLIDARITAT,56614.0,,56614.0,
20,430,12001,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP A2,13996.0,,13996.0,3255.4
20,430,12004,RETRIBUCIONS BÀSIQUES FUNCIONARIS SOUS GRUP C2,8746.0,,8746.0,3319.78
20,430,12006,TRIENNIS,3581.0,,3581.0,967.73
20,430,12100,COMPLEMENT DE DESTINACIÓ,12303.0,,12303.0,3590.45
20,430,12101,COMPLEMENT ESPECIFIC,40780.0,,40780.0,11714.27
20,430,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,32680.0,,32680.0,7546.04
20,430,14300,ALTRE PERSONAL ATÍPIC,,,,5522.81
20,430,15000,PRODUCTIVITAT,1800.0,,1800.0,
20,430,16000,SEGURETAT SOCIAL PROMOCIÓ ECONÒMICA,27961.0,,27961.0,8296.34
20,430,16002,SEGURETAT SOCIAL ALTRE PLA D'OCUPACIÓ,,,,2540.98
20,430,21500,MANTENIMENT MOBILIARI I ESTRIS,2000.0,92.41,2092.41,314.85
20,430,21900,MANTENIMENT PROGRAMES INFORMÀTICS CAN GAVARRA,4800.0,,4800.0,1957.8
20,430,22000,MATERIAL D'OFICINA,2000.0,332.75,2332.75,303.08
20,430,22002,MATERIAL INFORMÀTIC NO INVENTARIABLE,500.0,,500.0,
20,430,22199,ALTRES SUBMINISTRAMENTS,2500.0,,2500.0,134.0
20,430,22200,SERVEIS DE TELECOMUNICACIONS,9000.0,153.2,9153.2,286.37
20,430,22602,PUBLICITAT I PROPAGANDA,2000.0,,2000.0,34.9
20,430,22606,DINAMITZACIÓ COMERCIAL,7000.0,800.0,7800.0,844.92
20,430,22608,ALTRES DESPESES PROMOCIÓ ECONÒMICA,3000.0,8433.7,11433.7,5237.5
20,430,22706,"ESTUDIS, PLANS I PROJECTES TÈCNICS",,,,
20,430,22707,TREBALLS REALITZATS PER ALTRES EMPRESES,6000.0,1404.0,7404.0,1000.0
20,430,48900,SUBVENCIONS ENTITATS COMERCIALS I INDUSTRIALS,4500.0,,4500.0,
20,430,62501,MOBILIARI I ESTRIS,3000.0,,3000.0,
20,430,62601,EQUIPS PER A PROCESSOS D'INFORMACIO,2000.0,,2000.0,
20,942,46600,A RIERA DE CALDES,6000.0,,6000.0,
20,942,46700,A CONSORCIS,3000.0,,3000.0,1825.0
21,337,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,9381.0,,9381.0,2214.8
21,337,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,12202.0,,12202.0,2951.25
21,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,28728.0,,28728.0,6634.39
21,337,15000,PRODUCTIVITAT,1200.0,,1200.0,
21,337,16000,SEGURETAT SOCIAL PERSONAL CASAL GENT GRAN,15273.0,,15273.0,3653.76
21,337,22611,ACTIVITATS GENT GRAN,30000.0,1833.87,31833.87,6009.83
21,337,62501,MOBILIARI I ESTRIS,1000.0,,1000.0,
#,,,,11628705.0,557958.84,12186663.84,2297910.93
