#Data,Import,Orgànica,Area,Funcional,Econòmica,Nom terc.,Text lliure,Document
2014-03-28,115.86,08,Cultura,332,22001,"ABACUS, S.COOP.C.L.",MATERIAL LECTURA CARNESTOLTES 2014,9030098015
2014-03-28,574.75,18,Serveis de manteniment d'edificis i inversions,340,21200,"ENRIQUEZ TORO, MIGUEL -TRANSPORTE CON GRUA M.ENRIQUEZ",HORES CAMIÓ AMB GRUA CAMP FUTBOL,2351
2014-03-28,1026.17,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.",IMPRESSIÓ I ENQUADERNACIÓ BUTLLETÍ,140178
2014-03-28,1024.4,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",BUTLLETÍ MUNICIPAL AJPOLINYA. NÚM. 122  - MES FEBRER-MARÇ 2014,12
2014-03-28,319.45,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS",REPARTIMENT AGENDA MARÇ 2014 I BUTLLETI FEBRER-MARÇ 2014,1764
2014-03-28,751.92,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.","IMPRESSIÓ, ENQUADERNACIÓ AGENDA ACTIVITATS",140101
2014-03-28,826.8,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"ANMAN GRAFIQUES DEL VALLES, S.L.",IMPRESSIÓ I ENQUARDERNACIÓ AGENDA ACTIVITATS,140179
2014-03-28,436.8,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",MAQUETACIÓ AGENDA INFORMACIÓ MUNICIPAL. AGENDA NÚM. 67.  MARÇ 2014,13
2014-03-28,436.8,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",MAQUETACIÓ AGENDA 65 MES DE GENER,2
2014-03-28,179.69,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS",REPARTIMENT AGENDA MUNICIPAL MES FEBRER 2014,1762
2014-03-28,179.68,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS",REPARTIMENT AGENDA MARÇ 2014 I BUTLLETI FEBRER-MARÇ 2014,1764
2014-03-28,179.69,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS",REPARTIMENT AGENDA GENER 2014,1760
2014-03-28,190.0,17,Ocupació,241,22605,UNIVERSITAT DE BARCELONA,INSC. CONGRES INTERNACIONAL EDUCACIÓ EMOCIONAL LAURA LLOBET,2014000847
2014-03-28,375.1,08,Cultura,338,20800,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)",LLOGUER MODULS C/ ESCOLES MES FEBRER 2014,190/14
2014-03-28,142.78,18,Serveis de manteniment d'edificis i inversions,430,21200,"PLANA FABREGA SABADELL, SL",REPARACIÓ AVARIA AL.LARMA CAN GAVARRA,CP-SA1400469
2014-03-28,599.0,16,Serveis socials,230,62501,EL CORTE INGLES,ADQUISICÓ MICRO CADENA MUSICA CASAL GENT GRAN,95346230
2014-03-28,568.49,14,Dona i igualtat,232,22706,ASSISTÈNCIA I GESTIÓ INTEGRAL,SERVEI ATENCIÓ PSICOLÒGICA MES FEBRER 2014,A/2019
2014-03-28,5494.0,18,Serveis de manteniment d'edificis i inversions,169,22199,MACOPOL,MATERIAL BRIGADA RAMPA,140028
2014-03-28,423.5,20,Promoció econòmica,430,22199,"CANO DE ARRIBAS, JOSEP",REPORTATGE FOTOGRAFIC POLIGONS,04/14
2014-03-28,43.2,20,Promoció econòmica,430,22199,"FERRETERIA VIACC, SCP",COPIA CLAUS CAN GAVARRA,62019
2014-03-28,140.36,02,Serveis generals,920,22602,"VALLESANA DE PUBLICACIONS,S.A.",PUBLICACIÓ ANUNCI OFERTA D'OCUPACIÓ TÈCNIC/A EMPRESES RRHH 15/02/2014,P14020082
2014-03-28,268.98,02,Serveis generals,920,22001,Consorci Administració Oberta Cat,Certificat personal d'identificació i signatura reconeguda amb càrrec i xifrat: Departament urbanisme,2014/A/915
2014-03-28,19.97,11,Educació,320,22199,"SERVEIS VIALS DEL VALLÈS, S.L.U.",VINIL ADHESIU NEGRE PER L'ESCOLA POLINYA,140334
2014-03-28,319.44,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"BANDERAS FLAGS, S.L.",ADQUISICIÓ BANDERES POLINYA,3000099
2014-03-28,272.75,16,Serveis socials,232,48000,"GEDESCO, S.A. - MAHESO",ADQUISICIÓ BANC ALIMENTS,PV229783
2014-03-28,899.27,06,Serveis municipals i via pública,169,22700,"ECOCLIMA VALLÈS, SL",MANTENIMENT CLIMATITZACIÓ NÚM. EXP. 38/10 MES FEBRER 2014,MT-22
2014-03-28,26746.23,06,Serveis municipals i via pública,169,22700,"SERVICIOS JAF, SA","SERVEI NETEJA MODULS C/LLEIDA, CAN SERRA, BANC ALIMENTS I CAN GAVARRA MES FEBRER 2014",521
2014-03-28,203.28,02,Serveis generals,920,22603,"VALLESANA DE PUBLICACIONS,S.A.",ANUNCI PROC. PARCEL·LES POL. IND. LLEVANT,P14020244
2014-03-28,1610.44,18,Serveis de manteniment d'edificis i inversions,160,20200,"JOMAG, SL",LLOGUER NAU BRIGADA PERIODE 03/2014,0104
2014-03-28,17.42,11,Educació,323,22610,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS","ENGANXADA CARTELLS """"JORNADES PORTES OBERTES ESCOLES"""" PLAFONS MUNCIIPALS",1765
2014-03-28,129.6,16,Serveis socials,232,48000,"ISAAC ROBLES, ENCARNACIÓN",AJUT MENJADOR ,02/14
2014-03-28,232.0,16,Serveis socials,232,48003,"ARES ESPAI DE CUINA I MENJADOR, S.L.",AJUTS MUNICIPALS MENJADOR ESCOLA CEIP PERE CALDERS MES FEBRER 2014,MJ130C000069
2014-03-28,151.25,01,Presidència-Òrgans de govern,912,22601,"PRIETO ALDANA, CARMEN - LA FLORISTERIA DE CARMEN",CENTRE MORTUORI DEFUNCIÓ MARE A. MORALES,5/14
2014-03-28,550.0,08,Cultura,338,22610,GERMANDAT DE POLINYA,REPRESENTACIÓ CAFE TEATRE GERMANDAT PROGRAMA FESTA MAJOR D'HIVERN 19/01/2014,14/001
2014-03-28,317.73,02,Serveis generals,920,20600,"ABAST SYSTEMS, SA",QUOTA MARÇ 2014 S/CONTRACTE C.16/12,14000622
2014-03-28,163.99,02,Serveis generals,920,20600,"ABAST SYSTEMS, SA",QUOTA MARÇ 2014 S/CONTRACTE C37/2013,14000636
2014-03-28,7.5,02,Serveis generals,920,23120,"HERNANDEZ MAÑAS, MIRIAM",DESPLAÇAMENT FORMACIÓ CONSELL COMARCAL VALLES OCCID.,1
2014-03-30,144.3,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ LICITACIÓ CONTRACTE GESPE ARTIFICIAL CAMP FUTBOL,201402000378L
2014-03-30,80.0,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ APROVACIÓ INICIAL PLA ESPECIAL CA N'ALZINA,201402000377L
2014-04-07,441.91,03,Seguretat ciutadana,130,22103,"DISA PENINSULA, S.L.U.",BENZINA POLICIA I BANC D'ALIMENTS,001051815
2014-04-07,1215.45,03,Seguretat ciutadana,130,20400,"ARVAL SERVICE LEASE, S.A.",LLOGUER FEBRER MAT. 5746HCH,2014053690
2014-04-07,108.9,02,Serveis generals,920,20500,"SIEMENS RENTING, S.A.",QUOTA ARRENDAMENT ABRIL,0092911242
2014-04-07,73.93,02,Serveis generals,920,20500,BNP PARIBAS LEASE GROUP SA  ( SUCURSAL ESPAÑA ),LLOGUER FOTOCOPIADORES MARÇ,FLG ASA49347
2014-04-07,64.12,11,Educació,320,20500,BNP PARIBAS LEASE GROUP SA  ( SUCURSAL ESPAÑA ),LLOGUER FOTOCOPIADORES MARÇ,FLG ASA49347
2014-04-07,78.21,16,Serveis socials,232,22103,"DISA PENINSULA, S.L.U.",BENZINA POLICIA I BANC D'ALIMENTS,001051815
2014-04-07,180.0,02,Serveis generals,920,22603,ENTITAT AUTONOMA DEL DIARI OFICIAL I PUBL. DE LA GENERALITAT,TAXA EDICTE APROV. PROJECTE CLAVEGUERAM PG SANLLEHY-PINTOR GOYA,AB/1400878
2014-04-07,200.0,02,Serveis generals,920,22603,ENTITAT AUTONOMA DEL DIARI OFICIAL I PUBL. DE LA GENERALITAT,TAXA EDICTE ORDENANÇA SOROLL I VIBRACIONS,AB/1401555
2014-04-07,238.88,10,Joventut,330,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,1485.64,02,Serveis generals,920,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,45.1,08,Cultura,330,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,6.59,12,Àrea d'atenció a les persones,929,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,734.55,11,Educació,320,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,156.2,13,Esports,340,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,104.98,18,Serveis de manteniment d'edificis i inversions,160,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,121.39,08,Cultura,332,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,309.36,03,Seguretat ciutadana,130,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,66.46,20,Promoció econòmica,430,22200,TELEFONICA DE ESPAÑA,FACTURA FEBRER,FEBRER
2014-04-07,60.0,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ ANUNCIS,201402000483L
2014-04-07,80.0,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ ANUNCIS,201402001451L
2014-04-07,517.17,02,Serveis generals,920,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,157.09,03,Seguretat ciutadana,130,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,270.17,04,Urbanisme,150,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,45.09,08,Cultura,330,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,188.57,12,Àrea d'atenció a les persones,929,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,40.25,13,Esports,340,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,10.89,11,Educació,320,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,60.5,20,Promoció econòmica,430,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,49.97,07,Medi ambient,179,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,114.92,18,Serveis de manteniment d'edificis i inversions,160,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,112.8,20,Promoció econòmica,430,22200,"TELEFONICA MOVILES, SA (MOVISTAR)",MOBILS MARÇ,MARÇ
2014-04-07,25.46,02,Serveis generals,920,22699,"PEÑA ROMERO, JOSE AGUSTIN",CERTIFICAT CAMBRA DE LA PROPIETAT,303
2014-04-07,60.0,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ APROVACIÓ PLA DE MILLORA VERD URBÀ,201402001598L
2014-04-07,145.35,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIÓ LICITACIÓ OBRES REP. PAVIMENTACIÓ I XARXA PG. ESGLESIA,201402001599L
2014-04-07,60.0,02,Serveis generals,920,22603,DIPUTACIO DE BARCELONA,PUBLICACIO ANUNCI CONVOCATORIA PROM.INTERNA TECNIC GESTIO,201402001643L
2014-04-25,562.41,05,Obres,459,60001,"CMT,  ARQUITECTES ASSOCIATS, SLP",REDACCIÓ MODIFICACIÓ PUNTUAL PGO DE POLINYA AMBIT ILLA INDUSTRIAL P. SANLLEHY,008/2014
2014-04-25,2099.59,05,Obres,459,60001,"CMT,  ARQUITECTES ASSOCIATS, SLP",REDACCIÓ MODIFICACIÓ PUNTUAL PGO DE POLINYA AMBIT ILLA INDUSTRIAL P. SANLLEHY,008/2014
2014-04-25,555.39,03,Seguretat ciutadana,130,22199,DRäGER SAFETY,KIT PRUEBA DRAGERDRUGTEST,VFP/30206695
2014-04-25,19624.57,18,Serveis de manteniment d'edificis i inversions,169,21000,"ASFALTADOS Y EQUIPOS DE MAQUINARIA, S.L. - ASFALTEM",REPAVIMENTACIÓ  TRAMS VIALS POLINYA,2735/14
2014-04-25,1019.01,17,Ocupació,430,63200,"B.C. SISTEMAS DE COMUNICACIÓN, S.L.",CANVI TARJA ACCES PRIMARI TELEFON PROMOCIÓ ECONÒMICA,41400756
2014-04-25,9874.66,18,Serveis de manteniment d'edificis i inversions,169,21000,"ASFALTADOS Y EQUIPOS DE MAQUINARIA, S.L. - ASFALTEM",PAVIMENTACIÓ TRAM VIALS POLINYA,2736/14
2014-04-25,21798.15,13,Esports,342,63200,COMERCIAL HELVETIA SPORT,REPARACIÓ PAVIMENT PISTA POLIESPORTIVA PAS,3068
2014-04-25,580.8,11,Educació,320,62501,"MARCTECNIC POLINYA, S. L.",MATERIAL OFICINA,40181
2014-04-25,211.75,03,Seguretat ciutadana,130,21900,"DRAGCLIC, S.L.",PROGRAMA INFORMATIC GESTIÓ POLICIAL MARÇ,69-2014
2014-04-25,134.45,03,Seguretat ciutadana,130,20400,"MUELAS NAVARRETE, RAFAEL - GRUAS SANTA COLOMA",RETIRADA VEHICLES MES FEBRER,P-2014-02
2014-04-25,117.98,02,Serveis generals,920,22002,"ECO-CARTINK,S.L.",TONER EPSON,A 111598
2014-04-25,555.72,06,Serveis municipals i via pública,162,22700,"ALFREDO MESALLES, S.A.",TRACTAMENT NEUMÀTICS TURISME DEIXALLERIA,FV059640
2014-04-25,261.27,06,Serveis municipals i via pública,162,22700,CONSORCI GESTIO DE RESIDUS DEL  VALLES OCCIDENTAL,UTILITZACIÓ PLANTA INTERCOMARCAL- VOLUMINISOS,81/2014
2014-04-25,3153.07,06,Serveis municipals i via pública,162,22700,CONSORCI GESTIO DE RESIDUS DEL  VALLES OCCIDENTAL,UTILITZACIÓ PLANTA INTERCOMARCAL-VOLUMINOSOS,106/2014
2014-04-25,4445.73,06,Serveis municipals i via pública,162,22700,CONSORCI GESTIO DE RESIDUS DEL  VALLES OCCIDENTAL,UTILITZACIÓ PLANTA DE CTRA. VACARISSES,105/2014
2014-04-25,5818.24,06,Serveis municipals i via pública,162,22700,"SERVICIOS SEMAT, S.A.",Diferència costos inversió segons expedient nº 2-2013-001314-1,00001
2014-04-25,8.16,06,Serveis municipals i via pública,162,22700,"FOMENT DEL RECICLATGE, S.A.",LLOGUER CARREGA FRONTAL,FR/14-389610
2014-04-25,6047.58,03,Seguretat ciutadana,130,22104,"INSIGNA UNIFORMES, SL",VESTUARI POLICIA LOCAL,FIA140482
2014-04-25,348.47,16,Serveis socials,232,22611,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",ACTIVITATS CASAL GENT GRAN,VFA012811
2014-04-25,59.71,16,Serveis socials,232,22611,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",ACTIVITAT CASAL GENT GRAN,VFA000854
2014-04-25,62.51,16,Serveis socials,232,22611,MACOPOL,MATERIAL CASAL GENT GRAN,140026
2014-04-25,680.32,02,Serveis generals,920,22000,"MARCTECNIC POLINYA, S. L.",MATERIAL OFICINA,40181
2014-04-25,99.0,11,Educació,323,22610,AUTOCARS FUENTES,TRASLLAT ESCOLA ILLA (SABADELL)- POLINYA,11
2014-04-25,209.0,11,Educació,323,22610,AUTOCARS FUENTES,TRASLLAT AL BORN,105
2014-04-25,369.05,18,Serveis de manteniment d'edificis i inversions,169,22199,"ADO URBAN FURNITURE, S.L.",MATERIALS  VIA PUBLICA,2014/A/131
2014-04-25,429.55,13,Esports,341,22609,"CREACIONES ESPECIALES, S.L.",DORSAL ENTRETELA CURSA POPULAR 2014,FV/301509
2014-04-25,184.2,18,Serveis de manteniment d'edificis i inversions,321,21200,ECA,REV. REGLAMENTARIA ASCENSOR C/ BALMES S/N,14429863
2014-04-25,96.55,18,Serveis de manteniment d'edificis i inversions,321,21200,"INDUSTRIAL DE ELEVACION,S.A. -INELSA-",RECANVIS ASCENSORS,21101060/2014
2014-04-25,168.81,18,Serveis de manteniment d'edificis i inversions,929,21200,"CATALANA DE CLIMA I C.LLONCH,S.L.",REPARACIÓ APARELL SERV. SOCIALS,1 140240
2014-04-25,672.76,18,Serveis de manteniment d'edificis i inversions,169,22199,"ADO URBAN FURNITURE, S.L.",MATERIAL VIA PUBLICA,2014/A/130
2014-04-25,108.89,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA CAMP FUTBOL,404000583
2014-04-25,46.19,18,Serveis de manteniment d'edificis i inversions,169,22199,"COMERCIAL LIDER, S.A.",MATERIAL BRIGADA ESCOLA BRESSOL BADABADOC,404000582
2014-04-25,259.71,18,Serveis de manteniment d'edificis i inversions,169,22199,"SERVEIS VIALS DEL VALLÈS, S.L.U.",MATERIAL SENYALITZACIÓ VIÀRIA,140526
2014-04-25,440.71,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA,251688
2014-04-25,144.47,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA,251690
2014-04-25,5.28,18,Serveis de manteniment d'edificis i inversions,169,22199,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL BRIGADA CAN GAVARRA,251689
2014-04-25,184.2,18,Serveis de manteniment d'edificis i inversions,920,21200,ECA,"REV. REGLAMENTARIA ASCENSOR PZ. VILA , 1",14429862
2014-04-25,38.72,18,Serveis de manteniment d'edificis i inversions,920,21200,"ECOCLIMA VALLÈS, SL",REPARACIÓ CLIMATITZACIÓ AJPOLINYA,EC-18
2014-04-25,290.67,02,Serveis generals,920,21500,"BASSO,S.A.","DESPESES FOTOCOPIES S.GRALS, AAPP, TERRITORI, ROURE I POL FEBRER 2014",1/140791
2014-04-25,197.33,12,Àrea d'atenció a les persones,929,21500,"BASSO,S.A.","DESPESES FOTOCOPIES S.GRALS, AAPP, TERRITORI, ROURE I POL FEBRER 2014",1/140791
2014-04-25,43.0,20,Promoció econòmica,430,21500,"BASSO,S.A.","DESPESES FOTOCOPIES S.GRALS, AAPP, TERRITORI, ROURE I POL FEBRER 2014",1/140791
2014-04-25,6438.41,15,Salut i consum ,313,22709,"GESTIOR QUIMICS,S.L.",TRACTAMENT DESINSECTACIÓ I DESRATITZACIÓ INST. EDIFICIS MUNICIPALS MES GENER-14 FINS AL DESEMBRE-14,14/358
2014-04-25,2884.2,15,Salut i consum ,313,22709,"GESTIOR QUIMICS,S.L.",TRACTAMENT DESRATITZACIÓ CASC URBÀ I TERME MUNICIPAL MES GENER-14 FINS AL DESEMBRE-14,14/359
2014-04-25,30.96,15,Salut i consum ,313,22709,"ILBA,S.L.",COMPRA MATERIAL SALUT PUBLICA,0400000683
2014-04-25,249.6,08,Cultura,334,22609,"GIRAVENT PALLEROLA, SONIA",CURS DE PINTURA,3/2014
2014-04-25,423.5,11,Educació,320,22602,"CLOS MOLINA, FRANCESC   (DEDEDE COMUNICACIÓ GRÀFICA I VISUAL)",EL·LABORACIÓ I DISSENY QUADRIPTIC INFORMATIU ESCOLES DE POLINYA,10
2014-04-25,247.46,16,Serveis socials,232,48000,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",AJUST ALIMENTACIÓ,VFA014677
2014-04-25,1149.5,08,Cultura,338,22612,ELS FARSANTS SCP,"ACTUACIÓ ANIMACIÓ CARNESTOLTES """"FARSA DE FARSANTS""""",12/13
2014-04-25,119.79,08,Cultura,338,22612,"FERNANDEZ LOPEZ, MANUELA  ( IMAFER )",SEGUIMENT CARNESTOLTES 2014,36
2014-04-25,1633.5,08,Cultura,338,20800,"SO I LLUM JOAN CARLES, SLU",LLOGUER EQUIP DE SO DIA 01/03/2014 CARNESTOLTES,A/140065
2014-04-25,362.03,12,Àrea d'atenció a les persones,929,22717,"DIMAS ( EMPRESA D'INSERCIÓ SOCIAL, S.L.)",MUNTATGE I DESMUNTATGE TARIMES PLA. DE LA VILA,67/2014
2014-04-25,744.75,16,Serveis socials,233,22608,"TELEVIDA SERVICIO SOCIOSANITARIO, S.L.",SERVEI TELEASSISTENCIA DOMICILIARIA FEBRER,FC-011499
2014-04-25,1000.21,18,Serveis de manteniment d'edificis i inversions,340,21200,"RIVISA, S.A.",PORTA BATENT D'ACER PISTA POLIESPORTIVA,F14BR00131
2014-04-25,359.98,18,Serveis de manteniment d'edificis i inversions,430,21200,"ECOCLIMA VALLÈS, SL",MANTENIMENT GENERAL DE CLIMATITZACIÓ CAN GAVARRA MES FEBRER 2014,MT-23
2014-04-25,271.52,12,Àrea d'atenció a les persones,929,22717,"DIMAS ( EMPRESA D'INSERCIÓ SOCIAL, S.L.)","MUNTATGE, DESMUNTATGE TARIMES INSTITUT POLINYA",68/2014
2014-04-25,348.92,18,Serveis de manteniment d'edificis i inversions,340,21200,"CATALANA DE CLIMA I C.LLONCH,S.L.",ANALISI MOSTRES AIGUA CAMP FUTBOL,1 140179
2014-04-25,5606.96,06,Serveis municipals i via pública,169,22715,"ETRA BONAL, S.A.",MANTENIMENT ENLLUMENAT PUBLIC FEBRER 2014,14/00236
2014-04-25,363.0,09,"Comunicació, participació ciutadana i qualitat democràtica",923,22602,"CANO DE ARRIBAS, JOSEP",FOTOGRAFIES INFORMATIU FEBRER,08/14
2014-04-25,655.57,18,Serveis de manteniment d'edificis i inversions,340,21200,"SERVICIOS JAF, SA",SERVEI NETEJA CAMP FUTBOL DELS DIES 12 AL 28 DE FEBRER   2014,520
2014-04-25,165.71,18,Serveis de manteniment d'edificis i inversions,340,21200,"SERVICIOS JAF, SA",SERVEI NETEJA CAMP FUTBOL MES FEBRER 2014,519
2014-04-25,6641.92,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP ROSER CAPDEVILA MES DE FEBRER DE 2014,602160000714FAC
2014-04-25,7.59,06,Serveis municipals i via pública,169,22700,"CLECE, SA",REVISIÓ IPC NETEJA EBM BADABADOC MES GENER 2014,602160000614FAC
2014-04-25,18.76,06,Serveis municipals i via pública,169,22700,"CLECE, SA",IPC MES GENER 2014  NETEJA CEIP PERE CALDERS,602160000514FAC
2014-04-25,16.89,06,Serveis municipals i via pública,169,22700,"CLECE, SA",IPC MES GENER 2014   NETEJA CEIP ROSER CAPDEVILA,602160000414FAC
2014-04-25,2982.09,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA EBM BADABADOC MES FEBRER 2014,602160000914FAC
2014-04-25,7373.89,06,Serveis municipals i via pública,169,22700,"CLECE, SA",SERVEI NETEJA CEIP PERE CALDERS MES DE FEBRER DE 2014,602160000814FAC
2014-04-25,127.05,18,Serveis de manteniment d'edificis i inversions,430,21200,"PLANA FABREGA SABADELL, SL",REPARACIÓ AVARIA AVDP140385 CAN GAVARRA,CP-SA1400947
2014-04-25,125.84,18,Serveis de manteniment d'edificis i inversions,169,21000,"CABALLE SALAS, ESTEVE - VERD ART AMB FLOR",REPLANTACIÓ D'ARBRE BRACHYCHITON,2874
2014-04-25,199.4,10,Joventut,331,22609,"ILBA,S.L.",DESPESA BEGUDA CASAL DE JOVES,0400000682
2014-04-25,290.4,14,Dona i igualtat,232,22608,"RAISMA REGALOS EMPRESA, S. L.",OBSEQUI 2A.CAMINADA PER LA IGUALTAT DONA,14418
2014-04-25,226.27,12,Àrea d'atenció a les persones,929,22717,"DIMAS ( EMPRESA D'INSERCIÓ SOCIAL, S.L.)",MUNTATGE I DESMUNTATGE DARRERA DEL PAS,75/2014
2014-04-25,88.0,11,Educació,323,22610,AUTOCARS FUENTES,TRASLLAT ESCOLA ILLA (SABADELL)- POLINYA,11
2014-04-25,53.1,03,Seguretat ciutadana,130,20400,"MUELAS NAVARRETE, RAFAEL - GRUAS SANTA COLOMA",RETIRADA VEHICLES MES FEBRER,P-2014-02
2014-04-25,471.9,02,Serveis generals,920,22603,"PUBLILINEA,S.A.",ANUNCIS VENDA SOLARS 22/02/2014,00/402024
2014-04-25,2307.51,04,Urbanisme,150,22706,LOCALRET,"DIRECCIÓ OBRA PROJ.""""URB. SECTOR D1 CAN ROVIRA""""",2009/250
2014-04-25,801.93,18,Serveis de manteniment d'edificis i inversions,929,21200,"CATALANA DE CLIMA I C.LLONCH,S.L.",REPARACIÓ CLIMATITZACIÓ LOCAL ATENCIÓ  A LES PERSONES,1 140241
2014-04-25,1273.97,05,Obres,169,22699,"ECOCLIMA VALLÈS, SL",REOMPLERT AMB GAS CLIMATITZACIÓ CAN GAVARRA,EC-19
2014-04-25,412.42,18,Serveis de manteniment d'edificis i inversions,430,21200,"PLANA FABREGA SABADELL, SL",MANTENIMENT ANUAL ALARMA CAN GAVARRA 01/03/2014--01/03/2015,CP-SA1400801
2014-04-25,380.0,02,Serveis generals,920,22001,"EDICIONES PRIMERA PLANA, SA/ GRUPO Z","SUBSCRIPCIÓ """" EL PERIODICO DE CATALUNYA """" 20/03/2014-19/03-2015",139.500
2014-04-25,435.0,02,Serveis generals,920,22001,"EDICIONES PRIMERA PLANA, SA/ GRUPO Z",SUBSCRIPCIÓ PERIODE 20/03/2014 AL 19/03/2015,140.124
2014-04-25,578.38,18,Serveis de manteniment d'edificis i inversions,169,21000,"EXCATRANS MARTINEZ, SL",REPARACIÓ RAMPA ACCES PISTA DARRERA DEL PAS,00608
2014-04-25,87.78,16,Serveis socials,232,48000,"GEDESCO, S.A. - MAHESO",COMPRA BANC D'ALIMENTS,PV235132
2014-04-25,4311.82,18,Serveis de manteniment d'edificis i inversions,320,22100,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC,AGRUP. 1223971
2014-04-25,4409.6,18,Serveis de manteniment d'edificis i inversions,321,22100,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC,AGRUP. 1223971
2014-04-25,1604.34,18,Serveis de manteniment d'edificis i inversions,330,22100,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC,AGRUP. 1223971
2014-04-25,1172.98,18,Serveis de manteniment d'edificis i inversions,340,22100,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC,AGRUP. 1223971
2014-04-25,1747.66,18,Serveis de manteniment d'edificis i inversions,920,22100,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC,AGRUP. 1223971
